Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Needle SAT2 Hapto,SAT2,0.1358469,6.787365,2.410443,0.3484918,2.562371,4.984143,0.01298162,0.01364533,6.745472,2.715,28.41393
Needle SAT2 Hapto,SAT2,0.1998087,6.915276,2.325423,0.3897599,2.046878,4.605297,0.01523343,0.01478208,6.817069,2.8925,27.3314
Needle SAT2 Hapto,SAT2,0.1193062,5.282315,2.342372,0.3990868,2.69841,5.079108,0.01224622,0.01237436,5.266758,2.695,24.17007
Needle SAT2 Hapto,SAT2,0.1789246,6.003169,2.28799,0.4148429,2.083696,4.168676,0.01314591,0.01316645,5.966721,3.0725,24.71906
Needle SAT2 Hapto,SAT2,0.1374203,6.033407,2.275087,0.3708102,2.595817,4.770785,0.01339199,0.01381479,6.000447,2.795,26.79805
Needle SAT2 Hapto,SAT2,0.1371441,6.571056,2.094675,0.3878979,2.625276,4.047563,0.01405892,0.01278084,6.524342,3.0925,26.63689
Needle SAT2 Hapto,SAT2,0.1654616,5.561451,2.341717,0.4017599,2.095101,4.605552,0.01135926,0.01213725,5.540642,2.9275,24.9005
Needle SAT2 Hapto,SAT2,0.1427022,6.396467,2.455589,0.3690623,2.368428,5.33456,0.01322308,0.01457312,6.374673,2.58,26.8047
Needle SAT2 Hapto,SAT2,0.1650197,5.869607,2.258877,0.4408327,2.290535,4.763686,0.01294007,0.01324256,5.821311,2.82,24.56795
Needle SAT2 Hapto,SAT2,0.1743258,7.410245,2.312839,0.375585,2.169595,4.164412,0.01305752,0.01206428,7.286096,3.075,26.98391
Needle SAT2 Hapto,SAT2,0.1415619,6.056151,2.299929,0.4006484,2.450175,5.018032,0.01427739,0.01442436,6.038544,2.65,26.59264
Needle SAT2 Hapto,SAT2,0.1513769,6.280778,2.400175,0.374035,2.382731,4.645374,0.01453118,0.01430318,6.24548,2.8275,25.99522
Needle SAT2 Hapto,SAT2,0.1282992,5.9303,2.289783,0.3903921,2.597177,4.82232,0.01399432,0.01339638,5.905167,2.77,25.97258
Needle SAT2 Hapto,SAT2,0.1409089,6.435919,2.400357,0.3745066,2.678418,4.471091,0.01511614,0.01452384,6.379331,2.9375,25.39669
Needle SAT2 Hapto,SAT2,0.130947,6.0549,2.414315,0.3534364,2.347958,5.412246,0.01262447,0.01332272,6.039251,2.5975,27.47396
Needle SAT2 Hapto,SAT2,0.1319316,6.130497,2.442463,0.3802833,2.498199,4.823442,0.01303339,0.01313858,6.084161,2.7525,26.69917
Needle SAT2 Hapto,SAT2,0.1503646,6.271889,2.231503,0.3732671,2.24308,4.595216,0.01469505,0.01467084,6.243412,2.86,26.72714
Needle SAT2 Hapto,SAT2,0.1674709,6.414298,2.334907,0.4161501,2.319131,4.189625,0.01525228,0.01416768,6.362575,3.05,24.77276
Needle SAT2 Hapto,SAT2,0.1499997,5.578434,2.369728,0.39303,2.209304,5.580074,0.012158,0.01302914,5.567859,2.49,25.50719
Needle SAT2 Hapto,SAT2,0.1408828,6.102837,2.155376,0.3782484,2.392106,4.579915,0.01317329,0.01294233,6.078885,2.9475,26.22114
Needle SAT2 Hapto,SAT2,0.1734769,6.959937,2.472172,0.3732806,2.261508,4.791025,0.0136668,0.0137553,6.843858,2.805,27.39447
Needle SAT2 Hapto,SAT2,0.1506165,7.027147,2.370531,0.3626869,2.441062,4.797346,0.01481439,0.01399787,6.936561,2.765,27.04539
Needle SAT2 Hapto,SAT2,0.1669835,5.778115,2.191361,0.3909391,2.089968,5.093877,0.01333513,0.01426008,5.765024,2.71,26.60536
Needle SAT2 Hapto,SAT2,0.1674228,5.493156,2.177088,0.4541554,2.306458,4.135073,0.01286247,0.01169316,5.431881,3.07,22.47652
Needle SAT2 Hapto,SAT2,0.1308331,5.527249,2.394676,0.4141936,2.550314,4.513176,0.01143163,0.01201818,5.492786,2.9375,23.821
Needle SAT2 Hapto,SAT2,0.1720213,6.431501,2.24097,0.3876177,2.121166,4.590843,0.01539631,0.01519876,6.399846,2.845,26.6448
Needle SAT2 Hapto,SAT2,0.1327455,6.32173,2.09474,0.4013996,2.656769,3.913933,0.01454289,0.01322081,6.273045,3.125,25.57829
Needle SAT2 Hapto,SAT2,0.1653467,6.957109,2.449723,0.3558261,2.18055,4.869798,0.0155619,0.01513809,6.908209,2.765,28.33403
Needle SAT2 Hapto,SAT2,0.1323548,5.78989,2.562691,0.3855422,2.499375,5.13459,0.0148104,0.01420639,5.774214,2.63,26.0907
Needle SAT2 Hapto,SAT2,0.1351908,5.22574,2.271249,0.4115989,2.549507,5.125475,0.01240926,0.01263484,5.213664,2.685,24.23175
Needle SAT2 Hapto,SAT2,0.1488847,6.596979,2.277967,0.353111,2.431108,4.775893,0.01355991,0.01346066,6.542517,2.7775,27.30213
Needle SAT2 Hapto,SAT2,0.1595298,6.628252,2.308785,0.3611212,2.246884,4.291602,0.01516916,0.01442205,6.587316,3.0175,27.93124
Needle SAT2 Hapto,SAT2,0.1573427,6.90046,2.420768,0.3691469,2.374253,4.268625,0.01514703,0.0150711,6.825561,2.9925,26.74434
Needle SAT2 Hapto,SAT2,0.1667959,6.523821,2.259315,0.3747872,2.22471,4.377227,0.01257514,0.01307492,6.474011,2.985,26.45686
Needle SAT2 Hapto,SAT2,0.1487934,6.54196,2.43116,0.3558299,2.504327,5.110853,0.01498579,0.01418747,6.510121,2.6675,27.91388
Needle SAT2 Hapto,SAT2,0.1386159,6.74144,2.232039,0.3533095,2.544321,4.54072,0.01286758,0.01344775,6.686537,2.9,28.26936
Needle SAT2 Hapto,SAT2,0.1529429,6.271015,2.475097,0.3701682,2.358728,4.975287,0.01322794,0.01469771,6.238655,2.715,26.59476
Needle SAT2 Hapto,SAT2,0.1717917,6.091044,2.513519,0.4062478,2.254574,4.88918,0.01251256,0.0126234,6.028529,2.7225,24.96805
Needle SAT2 Hapto,SAT2,0.1621917,6.321126,2.366633,0.3667279,2.101713,4.924575,0.01466927,0.01490998,6.303594,2.77,27.90311
Needle SAT2 Hapto,SAT2,0.1683738,6.145306,2.361916,0.4074888,2.174141,4.610183,0.0142369,0.01340471,6.098851,2.86,24.90937
Needle SAT2 Hapto,SAT2,0.1364908,7.333356,2.274753,0.3409095,2.669139,4.745891,0.01604002,0.01583592,7.268174,2.7725,29.27335
Needle SAT2 Hapto,SAT2,0.1395698,6.513596,2.41214,0.3547501,2.517985,5.176165,0.01427925,0.01505069,6.472012,2.62,28.22048
Needle SAT2 Hapto,SAT2,0.1560786,6.782374,2.098735,0.3909986,2.435016,4.09099,0.01425187,0.01429547,6.739546,3.045,25.85222
Needle SAT2 Hapto,SAT2,0.1270798,6.285356,2.243001,0.3794175,2.714485,4.618619,0.0145064,0.01438379,6.240736,2.8625,26.63748
Needle SAT2 Hapto,SAT2,0.1397149,5.769138,2.560507,0.4051418,2.513785,4.917747,0.01412407,0.01347157,5.725699,2.7225,23.46079
Needle SAT2 Hapto,SAT2,0.1494056,5.591167,2.559558,0.380194,2.247853,5.870936,0.01348669,0.01436073,5.583159,2.3725,27.40028
Needle SAT2 Hapto,SAT2,0.1328919,6.198988,2.305955,0.3422679,2.544348,5.393298,0.01177388,0.01308209,6.181989,2.5875,28.23228
Needle SAT2 Hapto,SAT2,0.150444,6.786374,2.446104,0.3693829,2.359135,5.048732,0.01470507,0.01336825,6.68587,2.68,26.65167
Needle SAT2 Hapto,SAT2,0.1489619,6.06594,2.437459,0.387889,2.367923,4.709886,0.01267149,0.01251697,6.038931,2.8275,25.8033
Needle SAT2 Hapto,SAT2,0.1440765,6.624526,2.340078,0.3775878,2.62431,4.550143,0.01363346,0.01367748,6.566934,2.8875,26.8018
Needle SAT2 Hapto,SAT2,0.160373,6.538334,2.40164,0.3509158,2.391837,5.049394,0.01372746,0.01380942,6.51846,2.725,27.73735
Needle SAT2 Hapto,SAT2,0.1607361,6.036557,2.249213,0.3722953,2.194509,5.0554,0.01250304,0.01389226,6.021273,2.7325,27.10663
Needle SAT2 Hapto,SAT2,0.1413459,6.114218,2.307437,0.3886251,2.557404,4.786971,0.01344726,0.01418258,6.073875,2.7525,26.1994
Needle SAT2 Hapto,SAT2,0.138429,5.659564,2.331732,0.3695207,2.440124,5.355914,0.01440383,0.01454174,5.647927,2.5875,26.08297
Needle SAT2 Hapto,SAT2,0.1270054,6.269242,2.343567,0.358977,2.798159,5.408753,0.01570306,0.01499951,6.252928,2.55,27.4117
Needle SAT2 Hapto,SAT2,0.1376128,6.499059,2.165101,0.384428,2.650181,4.194865,0.0150668,0.01410858,6.420616,3.05,25.67822
Needle SAT2 Hapto,SAT2,0.148495,6.472853,2.61601,0.3354158,2.361192,5.66739,0.01370037,0.01522263,6.459121,2.4425,28.78687
Needle SAT2 Hapto,SAT2,0.1399617,5.865699,2.240583,0.4029174,2.463985,4.346343,0.01288381,0.01350887,5.816918,2.9725,24.99155
Needle SAT2 Hapto,SAT2,0.1541987,5.91606,2.18036,0.4082094,2.469457,4.00508,0.0122941,0.0123893,5.855143,3.135,23.92527
Needle SAT2 Hapto,SAT2,0.117737,5.798462,2.513159,0.3771382,2.709986,5.310638,0.01275065,0.01275678,5.772187,2.57,26.3632
Needle SAT2 Hapto,SAT2,0.1351872,6.563556,2.239973,0.3992473,2.581546,4.11686,0.01340443,0.0126961,6.495887,3.04,25.04912
Needle SAT2 Hapto,SAT2,0.1277531,7.11917,2.200688,0.3475198,2.780257,4.094775,0.01530709,0.01457495,7.055925,3.0425,28.26274
Needle SAT2 Hapto,SAT2,0.1502221,5.801293,2.250041,0.4006364,2.177706,4.884691,0.01315853,0.01402703,5.778272,2.75,24.9561
Needle SAT2 Hapto,SAT2,0.1914819,5.716766,2.310258,0.4377976,1.997829,4.550486,0.01506622,0.01369657,5.671994,2.8525,23.2472
Needle SAT2 Hapto,SAT2,0.1376239,5.593142,2.450869,0.4156254,2.434198,4.547288,0.01409583,0.01339685,5.565885,2.83,23.71533
Needle SAT2 Hapto,SAT2,0.1656027,6.609304,2.133891,0.3911366,2.333176,4.001257,0.01354188,0.01289212,6.546037,3.1225,25.24253
Needle SAT2 Hapto,SAT2,0.1485865,6.013971,2.359675,0.3992188,2.421074,4.853419,0.01425363,0.01342336,5.95955,2.755,24.44571
Needle SAT2 Hapto,SAT2,0.1478716,6.356791,2.326102,0.3737747,2.368358,4.57628,0.01203765,0.01259651,6.329083,2.95,26.40664
Needle SAT2 Hapto,SAT2,0.1744452,6.230655,2.616443,0.3885638,2.224715,4.945868,0.01442103,0.01459404,6.179499,2.69,25.9426
Needle SAT2 Hapto,SAT2,0.1295809,5.732192,2.478895,0.3890189,2.612825,5.443437,0.0133548,0.01374797,5.69791,2.5125,25.69716
Needle SAT2 Hapto,SAT2,0.1544838,6.235676,2.2568,0.3813986,2.367782,4.838531,0.016567,0.01526729,6.204128,2.7275,25.79227
Needle SAT2 Hapto,SAT2,0.1586247,5.798661,2.369072,0.4049652,2.268018,4.947301,0.0151652,0.01500037,5.77085,2.7075,25.38043
Needle SAT2 Hapto,SAT2,0.1482202,6.158148,2.419005,0.3797063,2.436884,4.525465,0.01374452,0.01416444,6.128536,2.915,25.81606
Needle SAT2 Hapto,SAT2,0.1329814,6.313469,2.26059,0.3697291,2.458587,4.955032,0.01482879,0.01410987,6.292923,2.79,27.1646
Needle SAT2 Hapto,SAT2,0.1553918,5.962788,2.230464,0.3717338,2.30093,4.8905,0.01398741,0.01389344,5.945719,2.82,26.64161
Needle SAT2 Hapto,SAT2,0.1200242,5.807621,2.382468,0.4112228,2.950785,4.58006,0.01426469,0.01296795,5.748633,2.83,23.52835
Needle SAT2 Hapto,SAT2,0.1456434,5.816343,2.553954,0.3697757,2.628892,5.306159,0.01340122,0.01408253,5.801598,2.5625,26.82733
Needle SAT2 Hapto,SAT2,0.1415384,6.078704,2.197936,0.4209054,2.463988,4.101571,0.01452975,0.0139521,6.037452,3.025,24.88925
Needle SAT2 Hapto,SAT2,0.1699044,6.153896,2.394956,0.3786154,2.091165,4.832892,0.01340298,0.01332446,6.124011,2.7575,26.2657
Needle SAT2 Hapto,SAT2,0.1424381,6.884024,2.242413,0.3553735,2.443225,4.477145,0.01447365,0.01394243,6.804913,2.935,27.30986
Needle SAT2 Hapto,SAT2,0.1551975,6.315588,2.289422,0.3815863,2.301465,4.619597,0.01519017,0.01436533,6.278917,2.8325,25.89342
Needle SAT2 Hapto,SAT2,0.1335247,6.600502,2.267479,0.3587047,2.59502,4.799538,0.01485866,0.01430384,6.567811,2.78,27.49206
Needle SAT2 Hapto,SAT2,0.123587,5.229723,2.25735,0.4479208,2.673073,5.0749,0.01313759,0.0128465,5.209378,2.67,23.78758
Needle SAT2 Hapto,SAT2,0.155466,6.269359,2.550463,0.3527131,2.251067,5.644515,0.01746477,0.01664295,6.258417,2.4625,28.72223
Needle SAT2 Hapto,SAT2,0.1475608,6.019708,1.983453,0.4177712,2.434293,3.662459,0.01288894,0.01223998,5.96692,3.335,24.13458
Needle SAT2 Hapto,SAT2,0.1611081,6.719487,2.363092,0.335017,2.246061,5.287667,0.01547316,0.01653716,6.704062,2.62,30.31929
Needle SAT2 Hapto,SAT2,0.1238657,6.109752,2.326956,0.3914347,2.720181,4.763684,0.01330107,0.01393324,6.06271,2.7825,25.68402
Needle SAT2 Hapto,SAT2,0.1282488,5.785238,2.377639,0.400116,2.62165,4.930014,0.01511053,0.01373684,5.753141,2.69,25.07362
Needle SAT2 Hapto,SAT2,0.1204474,5.90514,2.23201,0.4137837,2.705242,4.396885,0.0138294,0.01257218,5.869167,2.985,23.95375
Needle SAT2 Hapto,SAT2,0.1683494,5.88915,2.437893,0.3679695,2.124451,5.253159,0.01370115,0.01429971,5.873663,2.645,26.63565
Needle SAT2 Hapto,SAT2,0.1393493,7.074225,1.989019,0.3547402,2.642818,3.910347,0.01523467,0.01512098,7.028892,3.1725,28.18478
Needle SAT2 Hapto,SAT2,0.1611395,6.184439,2.174808,0.4049602,2.206323,4.112318,0.01310482,0.01247617,6.129627,3.0975,24.19242
Needle SAT2 Hapto,SAT2,0.1557174,6.269841,2.307019,0.408863,2.222865,4.383413,0.01416623,0.0133727,6.228768,2.985,24.29972
Needle SAT2 Hapto,SAT2,0.1288465,6.316298,2.393726,0.3757961,2.514768,4.465491,0.01481243,0.01439087,6.276135,2.935,26.67327
Needle SAT2 Hapto,SAT2,0.1593894,7.124821,2.069094,0.367771,2.224758,4.113604,0.01370871,0.01417183,7.086613,3.1475,27.17601
Needle SAT2 Hapto,SAT2,0.1627199,6.681083,2.274908,0.383591,2.205813,4.248408,0.01148506,0.01276117,6.620672,3.0575,25.89463
Needle SAT2 Hapto,SAT2,0.1589002,6.046599,2.326562,0.4279618,2.331017,4.412093,0.01347667,0.01283874,6.015617,2.97,24.91534
Needle SAT2 Hapto,SAT2,0.1579728,6.735206,2.489236,0.3670171,2.350846,4.949077,0.01390365,0.0139344,6.667523,2.6825,27.21644
Needle SAT2 Hapto,SAT2,0.1602054,6.644118,2.472389,0.3713349,2.420059,4.875626,0.01384344,0.01312863,6.570318,2.735,26.31027
Needle SAT2 Hapto,SAT2,0.1368094,6.448223,2.41404,0.3683666,2.517578,4.628774,0.01405938,0.01514557,6.419348,2.85,27.34244
Needle SAT2 Hapto,SAT2,0.1342268,6.111974,2.427061,0.3565285,2.452655,5.894121,0.01392969,0.01465762,6.101953,2.355,28.95116
Needle SAT2 Hapto,SAT2,0.1501467,6.540454,2.314565,0.3557995,2.326029,4.747439,0.01432802,0.01382532,6.515465,2.8275,28.10978
Needle SAT2 Hapto,SAT2,0.1512434,6.009398,2.267014,0.3947424,2.417578,4.755048,0.01355957,0.01305199,5.966533,2.8075,25.34845
Needle SAT2 Hapto,SAT2,0.1233448,5.944493,2.420577,0.3720915,2.889843,5.07643,0.01474375,0.01494826,5.916438,2.6525,26.24508
Needle SAT2 Hapto,SAT2,0.1520749,5.787974,2.382747,0.4078079,2.301058,4.955181,0.01202419,0.01262817,5.764911,2.75,24.79066
Needle SAT2 Hapto,SAT2,0.1322272,6.377813,2.523079,0.3523918,2.601403,5.03881,0.01469409,0.01456469,6.352477,2.65,27.44982
Needle SAT2 Hapto,SAT2,0.1567839,7.032608,2.423819,0.3637433,2.463824,4.149034,0.01624618,0.01547133,6.975903,3.0125,26.57967
Needle SAT2 Hapto,SAT2,0.1454507,6.650537,2.241465,0.3636242,2.549124,4.5778,0.0139555,0.01479265,6.617743,2.8825,28.02611
Needle SAT2 Hapto,SAT2,0.1474071,6.149879,2.349367,0.3821945,2.329596,4.724493,0.01426828,0.01357457,6.127954,2.815,26.18124
Needle SAT2 Hapto,SAT2,0.1730117,6.943679,2.268271,0.3871243,2.16812,4.382784,0.01505768,0.01368888,6.869129,2.95,26.59968
Needle SAT2 Hapto,SAT2,0.1466539,5.652969,2.562085,0.3983893,2.412879,5.171716,0.0159802,0.01489449,5.630785,2.5775,24.85858
Needle SAT2 Hapto,SAT2,0.1171063,5.635164,2.322648,0.3883816,2.725895,4.774717,0.01214081,0.01289404,5.616525,2.8625,25.63239
Needle SAT2 Hapto,SAT2,0.1409244,5.927965,2.481249,0.3870482,2.680128,4.936119,0.01281402,0.01320402,5.881456,2.7075,24.70777
Needle SAT2 Hapto,SAT2,0.147528,6.531035,2.389683,0.381947,2.345336,4.647414,0.01331829,0.01354484,6.463583,2.815,26.73789
Needle SAT2 Hapto,SAT2,0.1276147,6.262803,2.505918,0.3693484,2.583172,5.339197,0.01545273,0.01485323,6.21796,2.52,26.72517
Needle SAT2 Hapto,SAT2,0.1374226,6.078775,2.071759,0.3976382,2.355765,4.301113,0.01423577,0.01414383,6.054622,3.03,25.66981
Needle SAT2 Hapto,SAT2,0.145314,6.166225,2.433225,0.3695843,2.526272,5.104319,0.01443362,0.01449983,6.118339,2.65,26.55658
Needle SAT2 Hapto,SAT2,0.1471213,5.964574,2.206249,0.417025,2.418178,4.353447,0.01215584,0.01197905,5.924867,2.99,24.02685
Needle SAT2 Hapto,SAT2,0.149841,6.522015,2.025048,0.3976762,2.485721,3.627787,0.01381165,0.0136004,6.449145,3.3075,24.64455
Needle SAT2 Hapto,SAT2,0.1312424,6.379579,2.546304,0.3462854,2.446765,4.9452,0.01423476,0.01410255,6.337501,2.7225,28.06094
Needle SAT2 Hapto,SAT2,0.1358807,6.318985,2.196062,0.3926827,2.564755,4.414635,0.01397977,0.01321454,6.277766,2.9475,25.58976
Needle SAT2 Hapto,SAT2,0.1449084,6.386176,2.295527,0.3530271,2.491709,4.897485,0.01408744,0.01420989,6.366329,2.8125,27.49191
Needle SAT2 Hapto,SAT2,0.1774331,6.659299,2.374487,0.3720097,2.176797,4.84998,0.01418396,0.01425588,6.613692,2.78,27.27741
Needle SAT2 Hapto,SAT2,0.1340625,5.982233,2.47707,0.3759956,2.464285,4.992442,0.01302382,0.01362633,5.963842,2.7075,26.48339
Needle SAT2 Hapto,SAT2,0.1463095,6.466806,2.602441,0.3765993,2.356848,4.953287,0.0153217,0.01466351,6.406482,2.6775,25.42115
Needle SAT2 Hapto,SAT2,0.1449424,6.108821,2.323176,0.4006444,2.391024,4.491943,0.01432809,0.01339338,6.065612,2.94,25.67331
Needle SAT2 Hapto,SAT2,0.1254677,6.169325,2.30888,0.3706198,2.630502,4.821801,0.0123431,0.0130962,6.143603,2.81,26.16359
Needle SAT2 Hapto,SAT2,0.1511882,6.750212,2.389076,0.3536264,2.364765,4.840995,0.01543206,0.01467571,6.71223,2.7275,28.0328
Needle SAT2 Hapto,SAT2,0.1745365,6.935488,2.221912,0.3776268,2.075067,3.856108,0.01509734,0.01372486,6.871511,3.2275,26.48247
Needle SAT2 Hapto,SAT2,0.1746101,7.148957,2.529302,0.3614974,2.263833,4.691959,0.0138038,0.01389837,7.06559,2.82,27.03507
Needle SAT2 Hapto,SAT2,0.1434426,6.183997,2.258688,0.4013014,2.498897,4.790116,0.01501747,0.01482245,6.125838,2.785,24.943
Needle SAT2 Hapto,SAT2,0.1174515,5.979702,2.435183,0.381392,2.665264,4.902573,0.01548987,0.01484516,5.955807,2.7,26.06958
Needle SAT2 Hapto,SAT2,0.1494556,6.324299,2.559537,0.377618,2.27933,4.945599,0.01533017,0.01443395,6.270044,2.72,25.68412
Needle SAT2 Hapto,SAT2,0.1522501,6.608742,2.392106,0.3914651,2.336955,4.445168,0.01301008,0.01311407,6.563307,2.915,26.29948
Needle SAT2 Hapto,SAT2,0.1375959,6.186714,2.258392,0.4040414,2.515891,4.095936,0.01395299,0.01329252,6.141461,3.06,24.45126
Needle SAT2 Hapto,SAT2,0.1525165,5.628121,2.333045,0.3925565,2.358487,5.089816,0.01456234,0.01387994,5.607988,2.6575,25.46995
Needle SAT2 Hapto,SAT2,0.1390128,6.30375,2.41386,0.364759,2.603003,5.371863,0.01536912,0.01516147,6.232574,2.5225,27.12153
Needle SAT2 Hapto,SAT2,0.1622683,6.697804,2.443187,0.3723756,2.406867,5.382816,0.01467297,0.01535195,6.618541,2.515,27.24993
Needle SAT2 Hapto,SAT2,0.1386796,5.883007,2.185348,0.3892478,2.442453,4.521854,0.01333454,0.01333676,5.862562,2.9375,25.37289
Needle SAT2 Hapto,SAT2,0.1628458,6.105099,2.461322,0.3980685,2.289189,4.717543,0.01489343,0.01461537,6.044474,2.7975,24.49593
Needle SAT2 Hapto,SAT2,0.144202,5.90628,2.471007,0.385959,2.493392,5.435235,0.01207496,0.01255161,5.866021,2.52,25.7952
Needle SAT2 Hapto,SAT2,0.1632555,6.782088,2.160362,0.3701437,2.255512,4.20446,0.01502173,0.0144683,6.742442,3.055,26.49134
Needle SAT2 Hapto,SAT2,0.1739188,6.103019,2.363336,0.4248639,2.058172,4.594842,0.01343464,0.01331651,6.039179,2.8475,23.8751
Needle SAT2 Hapto,SAT2,0.1410148,6.663472,2.280667,0.3629803,2.479327,4.439139,0.01490127,0.01512777,6.634981,2.975,26.86621
Needle SAT2 Hapto,SAT2,0.1378095,6.557165,2.259496,0.3548051,2.566386,4.612699,0.01425079,0.01462571,6.527245,2.9,27.66056
Needle SAT2 Hapto,SAT2,0.1478158,6.510931,2.278915,0.3665218,2.624919,4.897526,0.01371781,0.01440707,6.469778,2.7625,27.71815
Needle SAT2 Hapto,SAT2,0.1504288,6.727111,2.568727,0.331276,2.335605,5.330491,0.0131472,0.014608,6.706523,2.5425,29.79969
Needle SAT2 Hapto,SAT2,0.1402648,5.824926,2.283213,0.4006417,2.510103,4.729263,0.01517205,0.01446604,5.807086,2.765,26.30823
Needle SAT2 Hapto,SAT2,0.1461442,5.862777,2.283539,0.3892679,2.454065,4.940075,0.01240507,0.01378341,5.838965,2.7725,25.3549
Needle SAT2 Hapto,SAT2,0.1624615,7.122289,2.466608,0.361677,2.354589,4.806123,0.01529244,0.01448776,7.011373,2.77,27.17444
Needle SAT2 Hapto,SAT2,0.1391811,6.139924,2.379036,0.3958105,2.596819,4.704626,0.014618,0.01401735,6.113339,2.765,25.88666
Needle SAT2 Hapto,SAT2,0.1487651,6.122282,2.340698,0.3668809,2.152781,4.939322,0.01527599,0.01453549,6.104626,2.7625,27.5731
Needle SAT2 Hapto,SAT2,0.1482686,6.645993,2.446171,0.3523632,2.460531,5.003852,0.01360712,0.01452223,6.621657,2.72,27.70533
Needle SAT2 Hapto,SAT2,0.1661622,6.894766,2.3711,0.3737827,2.216623,4.746939,0.01404635,0.01492311,6.82548,2.84,28.56808
Needle SAT2 Hapto,SAT2,0.1572723,6.408756,2.441104,0.355441,2.357218,5.562673,0.01356408,0.01443255,6.385422,2.4575,29.09982
Needle SAT2 Hapto,SAT2,0.1541624,6.138337,2.658452,0.3839004,2.362873,5.037136,0.01403133,0.01393117,6.092014,2.665,25.51371
Needle SAT2 Hapto,SAT2,0.1312141,6.46358,2.305323,0.4002956,2.664426,4.26621,0.01429366,0.01352603,6.364886,2.96,24.45364
Needle SAT2 Hapto,SAT2,0.1744911,5.570831,2.485206,0.4141971,2.34322,5.163156,0.01581378,0.01493829,5.553055,2.595,25.30339
Needle SAT2 Hapto,SAT2,0.1292786,6.042419,2.209736,0.3919138,2.645832,4.764352,0.01427188,0.01337842,6.015751,2.81,25.02973
Needle SAT2 Hapto,SAT2,0.1478546,6.423883,2.133829,0.3826206,2.487026,4.24746,0.01360812,0.01303659,6.362409,3.075,25.98038
Needle SAT2 Hapto,SAT2,0.1377195,6.138303,2.188113,0.3736041,2.477387,4.982638,0.01287578,0.01363372,6.117923,2.75,26.78392
Needle SAT2 Hapto,SAT2,0.1550329,6.672796,2.248197,0.3724483,2.341091,4.337809,0.0136659,0.01376956,6.615071,3.01,26.6697
Needle SAT2 Hapto,SAT2,0.1555461,6.248584,2.307242,0.4080922,2.343837,4.302077,0.01275495,0.01343817,6.179796,3.0125,25.37262
Needle SAT2 Hapto,SAT2,0.1642198,6.450721,2.295824,0.3803792,2.274796,4.337553,0.01431411,0.01467491,6.420747,3.02,26.1299
Needle SAT2 Hapto,SAT2,0.1503744,5.796157,2.408363,0.4054043,2.371551,5.054017,0.01305997,0.01323084,5.77424,2.69,25.16361
Needle SAT2 Hapto,SAT2,0.1454517,5.824614,2.491457,0.3916526,2.326977,5.365324,0.01339954,0.01357469,5.779352,2.5475,26.16233
Needle SAT2 Hapto,SAT2,0.1283176,6.170228,2.343188,0.3935276,2.650358,4.352531,0.01310566,0.01307094,6.11683,2.965,24.79452
Needle SAT2 Hapto,SAT2,0.1516479,6.56753,2.138337,0.350358,2.339722,4.593026,0.01454638,0.01505127,6.546945,2.9125,28.61261
Needle SAT2 Hapto,SAT2,0.1356027,5.968785,2.304702,0.4108053,2.483151,4.71503,0.01397118,0.01410361,5.936012,2.78,25.36323
Needle SAT2 Hapto,SAT2,0.1840198,7.264165,2.343382,0.3471204,2.202341,4.432761,0.01266092,0.01346335,7.218898,2.9975,28.41549
Needle SAT2 Hapto,SAT2,0.1452531,6.903982,2.592496,0.3590209,2.501312,5.018215,0.01381239,0.01350483,6.810215,2.685,27.37136
Needle SAT2 Hapto,SAT2,0.1093285,6.013891,2.598721,0.3909847,2.750921,5.075789,0.01261973,0.01284989,5.937877,2.6575,24.9527
Needle SAT2 Hapto,SAT2,0.1532747,6.293903,2.111411,0.3731888,2.408508,4.398023,0.01479313,0.01443009,6.26177,2.935,26.3289
Needle SAT2 Hapto,SAT2,0.1415182,6.544407,2.545782,0.3520936,2.410444,4.790539,0.01522607,0.01519596,6.519408,2.7875,28.53723
Needle SAT2 Hapto,SAT2,0.1334683,6.355607,2.5991,0.3564362,2.621784,5.5338,0.01419779,0.01402793,6.335428,2.4575,27.99671
Needle SAT2 Hapto,SAT2,0.1455523,6.217703,2.401612,0.3745907,2.320299,5.14575,0.01439003,0.01432547,6.164585,2.6225,26.55692
Needle SAT2 Hapto,SAT2,0.1594331,5.896451,2.181116,0.3642638,2.277455,5.200426,0.01473881,0.0145102,5.882536,2.635,27.08788
Needle SAT2 Hapto,SAT2,0.1649076,6.756994,2.299659,0.3778481,2.282472,4.25944,0.01395495,0.01467475,6.698761,3.03,26.59281
Needle SAT2 Hapto,SAT2,0.1446533,5.368709,2.23293,0.4246267,2.354392,4.802497,0.01334722,0.01326334,5.347874,2.805,24.24748
Needle SAT2 Hapto,SAT2,0.1590137,7.084993,2.507517,0.3595122,2.285879,4.904168,0.01530693,0.01445452,6.960933,2.75,27.64957
