3.66097113521713,3.98004858106616,4.48337480898887,5.00591176791199,5.8245230077211,6.32318647530053,4.93506771614556
3.72750530355408,4.03783147827916,4.52862705408203,5.04530643822491,5.86674280532799,6.21707035964247,4.45864964862781
3.88268296585452,4.17455249812671,4.64366640783683,5.14083427049758,5.92414558827858,5.93126634272414,3.99003438857958
3.2882841964278,3.6603969051562,4.26172281377936,4.91300283822145,5.92078487393303,5.78221595505916,4.32474397235345
3.09582971847351,3.66571365130614,4.6561478977237,5.80024992498972,5.77877086574578,5.402760257628,4.09130940368684
3.11457983070302,3.24162055928231,3.91985687902264,4.69133375978889,5.99774145363096,5.95292818212965,4.25985188646404
2.78175537465249,2.91360755115304,3.64503100471726,4.50804053277044,6.00652013814689,5.86723870113815,4.23394051802056
4.76071088767379,4.84057898874621,5.16066958193385,5.48536425893726,5.72354592671056,5.3633009744204,4.08805716219779
3.30368110443598,3.30658324488397,3.49154768100319,3.71073565558195,4.03451304305368,4.34997660734276,3.76330599809305
0,0,0,0,0,0,0
4.76967353961222,4.86726688164983,5.22280142341371,5.59242434496589,5.81801257383366,5.43418289738103,4.09434389799954
2.92408982322413,2.9942071914865,3.20906604335184,3.42234096604392,3.71679452105073,3.64273601488531,3.17806598662645
