"ID","k","K","delta","b","r","nu","I0","A0","P0","vmax","tmax","cumviral","start"
"SAT2",0.283989,5.47488,1.3942,0.184909,3.01224,5.88628,3.36676,0.0531682,0.00679504,4.85686,4.41997,22.3383,0.574975
"SAT2",0.382878,4.22086,1.48,0.264283,3.69267,4.19818,3.19224,0.0389934,0.00671121,3.94908,4.27225,18.9237,0.89225
"SAT2",0.274644,5.06426,1.58049,0.243917,3.92669,3.9654,3.43838,0.0390071,0.00695059,4.77651,4.28275,19.7574,1.27775
"SAT2",0.299884,5.1516,1.54285,0.205341,3.53959,5.8848,3.38347,0.0436755,0.00652366,4.57085,4.56491,20.9411,1.02991
"SAT2",0.328959,5.48532,1.68601,0.24594,3.60229,4.62368,3.54574,0.0434053,0.00698584,5.05477,4.35038,20.633,1.17788
"SAT2",0.312649,4.79318,1.34532,0.243409,3.11881,4.47248,3.23635,0.0437871,0.00693201,4.30337,4.349,20.6002,0.314
"SAT2",0.263651,5.0118,1.36921,0.215803,3.4982,4.38758,3.58,0.0475064,0.00652442,4.54513,4.58,20.1956,1.04
"SAT2",0.213196,7.05664,1.70328,0.163664,3.57857,4.2132,3.50844,0.0437038,0.00704616,6.41815,4.66825,27.5188,1.19575
"SAT2",0.273085,4.6154,1.75708,0.253857,4.5841,3.13974,3.28387,0.0334163,0.00817737,4.41322,4.417,19.9866,1.877
"SAT2",0.209041,5.83684,1.61702,0.188518,4.4419,3.62988,3.55223,0.0528427,0.00710985,5.11291,4.5375,22.5097,1.2225
"SAT2",0.273786,6.14661,1.55478,0.199284,3.65883,4.40008,3.26955,0.0357144,0.00760074,5.55273,4.50083,24.1052,0.928325
"SAT2",0.331941,5.41428,1.41855,0.184566,3.54907,5.08853,3.36148,0.0585895,0.00593584,5.01163,4.30127,23.1543,0.918775
"SAT2",0.242451,5.88216,1.31221,0.183453,3.86832,7.02923,3.77924,0.046865,0.00776425,5.38801,4.51825,25.4515,1.08575
"SAT2",0.357206,5.0995,1.40301,0.221592,2.95229,5.13243,2.80399,0.0542534,0.00706656,4.49014,4.7505,19.4707,0.703
"SAT2",0.334379,6.89981,1.49179,0.183098,3.07131,5.13571,3.60141,0.0508828,0.00645587,6.00968,4.79925,24.6326,0.75425
"SAT2",0.201714,5.04189,1.39958,0.212944,3.26235,5.13993,4.10954,0.0500001,0.00623252,4.48334,4.51875,20.8658,0.66125
"SAT2",0.308173,4.7016,1.72932,0.196901,3.56727,4.83243,3.67234,0.0557704,0.00717986,4.35088,4.32025,20.4002,1.10025
"SAT2",0.245226,5.69811,1.60143,0.204412,3.5337,4.91546,4.02626,0.0460001,0.00714563,5.01615,4.411,22.279,0.6735
"SAT2",0.279218,5.89604,1.60151,0.21862,3.28284,4.50356,3.23054,0.0363838,0.00732353,5.31592,4.65628,20.9775,0.878775
"SAT2",0.266768,5.6744,1.68296,0.221695,3.79518,3.8976,3.61518,0.0514685,0.00846724,5.18291,4.5085,20.0037,1.616
"SAT2",0.22879,6.1461,1.91492,0.18035,4.88073,3.51702,4.27204,0.0485303,0.00901981,5.80599,4.36725,23.9602,1.99725
"SAT2",0.206748,6.86545,1.6488,0.212341,3.8749,3.90238,3.92099,0.0520418,0.00744991,6.1615,4.62625,22.7017,1.55625
"SAT2",0.299077,5.46898,1.44502,0.218338,3.34678,3.82736,3.06985,0.0353041,0.00619312,5.10179,4.27318,21.6657,0.768175
"SAT2",0.190746,5.91452,1.57252,0.228861,3.03071,2.49278,3.60939,0.0590359,0.00753265,5.073,4.70758,19.2379,1.00257
"SAT2",0.303732,5.94256,1.46194,0.197718,3.21328,3.17926,3.00774,0.0460001,0.00669208,5.33793,4.71481,22.2355,0.874805
"SAT2",0.0967094,5.74122,1.73303,0.206018,3.67417,3.50629,4.56932,0.0340948,0.00660554,5.16387,4.59925,21.909,1.18675
"SAT2",0.236347,4.56392,1.3884,0.213738,3.38677,3.63448,3.4858,0.0490001,0.00621267,4.10665,4.55915,20.4173,0.70665
"SAT2",0.269273,5.11799,1.28673,0.22784,3.35414,5.15757,3.83015,0.0368554,0.00741283,4.74311,4.41875,21.7092,0.95125
"SAT2",0.278099,4.90823,1.59945,0.225301,4.66743,4.29192,3.69885,0.0376618,0.00750132,4.7131,3.99075,21.8722,1.48325
"SAT2",0.232993,4.48705,1.35421,0.253237,3.39471,4.07793,3.79045,0.0408381,0.00716899,4.06424,4.62675,17.953,0.96675
"SAT2",0.184764,5.66255,1.94344,0.207335,4.54879,3.92521,3.57983,0.0446193,0.0069285,5.35804,4.21475,22.4992,1.59975
"SAT2",0.322858,5.42816,1.84977,0.228972,4.05782,5.83058,3.74575,0.053,0.00819742,5.0025,4.25225,18.2036,1.58725
"SAT2",0.227985,6.06866,1.8501,0.228719,3.19477,3.82622,3.57029,0.0464922,0.0071659,5.00038,4.39964,19.2906,0.739642
"SAT2",0.261418,5.68993,1.61229,0.220755,3.04121,2.84806,3.28677,0.0320001,0.0073583,5.14309,4.53374,21.1309,0.851243
"SAT2",0.18198,4.55527,1.66378,0.235181,4.10254,2.63087,3.87524,0.045892,0.0074823,4.24952,4.355,18.9099,1.4375
"SAT2",0.329703,5.08361,1.44915,0.22768,2.78106,6.04503,3.41696,0.0447192,0.00710169,4.44422,4.745,18.8283,0.725
"SAT2",0.262066,4.86775,1.53683,0.223884,3.9532,5.25106,3.95467,0.0460001,0.00797352,4.56762,4.3505,20.7828,1.3455
"SAT2",0.300696,6.67454,1.81834,0.213466,3.22116,5.51007,4.14418,0.0527549,0.00705045,5.37859,4.67125,20.6935,0.85625
"SAT2",0.330886,4.71343,1.31237,0.250245,3.43452,3.91859,3.02238,0.0445742,0.0072873,4.41591,3.9944,22.1333,0.7594
"SAT2",0.26753,5.6927,1.77395,0.266064,4.40209,4.61794,3.49883,0.0371444,0.0073505,5.36479,4.058,21.124,1.398
"SAT2",0.318746,4.55447,1.32213,0.19244,3.07479,4.37199,3.3956,0.046435,0.00614767,4.20827,4.4465,23.3621,0.6165
"SAT2",0.275754,4.25752,1.53915,0.247327,3.49697,3.42,3.51108,0.0528118,0.00722894,3.81403,4.401,16.823,0.666
"SAT2",0.208648,4.78868,1.7302,0.231169,3.86285,5.25734,4.16306,0.0386411,0.00810013,4.49851,4.3765,19.2541,1.4215
"SAT2",0.275358,5.91786,1.56873,0.207564,2.82975,4.69401,4.22136,0.0494123,0.00714499,5.23375,4.8318,21.7014,0.9318
"SAT2",0.206502,4.83636,1.4097,0.210346,4.12553,5.45448,4.2786,0.0516456,0.00696256,4.5247,4.429,22.4355,0.9215
"SAT2",0.229254,5.8518,1.74344,0.209087,3.78017,2.885,3.61366,0.0474159,0.0084324,5.13865,4.51503,20.3929,1.20253
"SAT2",0.186451,4.71016,1.81671,0.230042,4.74814,3.58328,4.03265,0.0440941,0.00738447,4.42717,4.17697,20.5436,1.39947
"SAT2",0.265926,5.53093,1.6002,0.219158,3.34453,6.13603,3.94434,0.0320476,0.00760599,5.1306,4.36223,21.2726,0.994725
"SAT2",0.251315,5.50496,1.61673,0.189532,3.83,4.28629,3.87553,0.0420001,0.0072752,5.13649,4.305,24.912,1.065
"SAT2",0.359884,7.31119,1.8436,0.199832,3.48588,6.10912,3.57154,0.050132,0.00632054,6.1609,4.4295,22.8068,0.772
"SAT2",0.335345,5.30386,1.58827,0.225313,3.45577,4.01919,3.18933,0.0477559,0.00648599,4.79768,4.42775,20.1526,0.92775
"SAT2",0.26129,5.84017,1.93805,0.17989,3.83136,3.64849,3.55308,0.05845,0.00762567,5.12423,4.50298,21.1538,1.25798
"SAT2",0.248931,5.25735,1.63248,0.205823,3.86518,3.96869,3.48405,0.0470601,0.00789947,4.81725,4.24038,20.8966,1.18037
"SAT2",0.38196,6.02193,2.03342,0.217966,5.19863,5.3195,3.4375,0.0437073,0.00765149,5.39431,3.951,21.3665,1.3985
"SAT2",0.287933,5.08568,1.94198,0.217626,4.18024,4.2725,3.77389,0.0497692,0.00746822,4.62905,4.28625,18.9717,1.46375
"SAT2",0.317224,4.25193,1.78817,0.239642,4.3362,3.98426,3.4149,0.0488132,0.00838866,4.01213,4.1305,18.5194,1.558
"SAT2",0.224395,5.40798,1.26624,0.193299,3.31165,3.23556,3.82021,0.0582882,0.00757048,4.78515,4.477,22.6748,1.032
"SAT2",0.164322,5.00591,1.64252,0.218411,4.12819,3.57911,3.8977,0.042688,0.00829136,4.69374,4.39125,20.4997,1.18875
"SAT2",0.26761,5.6346,1.67442,0.224498,3.75487,4.34903,3.59776,0.0531619,0.00627355,4.81652,4.64025,19.0891,0.88775
"SAT2",0.205116,4.6248,1.30096,0.237496,2.77778,3.21383,3.79508,0.0464779,0.00692843,4.15739,5.01291,18.0829,1.13291
"SAT2",0.280094,4.52143,1.25521,0.24323,3.1142,5.0084,3.72418,0.0403086,0.00632324,4.2101,4.53775,19.5377,0.75025
"SAT2",0.337848,5.85647,1.75717,0.229123,3.68479,5.75785,3.41089,0.0397883,0.0068569,5.14548,4.25547,21.6203,0.772975
"SAT2",0.245356,5.38221,1.42805,0.219096,3.95121,4.74655,3.4699,0.0514276,0.00850076,4.78848,4.318,20.5024,0.863
"SAT2",0.229931,5.85192,1.82278,0.213963,3.72899,3.80751,3.42643,0.0467233,0.00701202,5.23042,4.55525,20.7513,1.10775
"SAT2",0.272096,4.43785,2.07803,0.203727,5.33595,5.61171,4.10677,0.0528406,0.00767821,4.2165,3.44992,22.7915,1.09492
"SAT2",0.224674,5.47633,1.52945,0.222938,4.01684,3.9265,3.50317,0.0402116,0.00722312,5.13178,4.299,21.2352,1.4515
"SAT2",0.254638,6.99731,1.61072,0.19986,3.36241,3.8015,3.3506,0.0599519,0.00750573,5.87542,4.75767,21.9239,0.905175
"SAT2",0.156605,5.21526,1.4568,0.207587,3.72685,2.87,4.01549,0.0400109,0.00721257,4.74917,4.83275,22.3832,1.46275
"SAT2",0.296799,5.18786,1.54087,0.238774,3.69627,4.78991,3.74752,0.0390001,0.00732932,4.74878,4.54025,19.0279,1.08525
"SAT2",0.287638,5.13461,1.46223,0.205297,3.39684,5.37831,3.77348,0.0441986,0.00642386,4.75252,4.2135,22.682,0.6535
"SAT2",0.274106,4.98873,1.39495,0.249929,2.70817,3.75555,3.02778,0.0558135,0.00722346,4.22168,4.9457,16.6005,0.6907
"SAT2",0.298889,4.48636,1.38191,0.247364,3.15526,4.73694,3.63025,0.0504475,0.00720211,3.96511,4.58553,19.1969,0.693025
"SAT2",0.257241,4.46227,1.76692,0.217127,4.45257,3.76213,3.4881,0.0476666,0.00799383,4.18693,4.4775,19.6911,1.4225
"SAT2",0.369585,5.50508,1.73099,0.201093,3.6338,4.02925,2.84869,0.0548973,0.00648597,4.88241,4.24275,21.0024,0.72775
"SAT2",0.246003,5.7595,1.42258,0.210548,3.27656,3.5525,3.33572,0.0398059,0.00775392,5.31419,4.52222,22.6255,1.07722
"SAT2",0.252025,5.42538,1.79404,0.203067,4.06184,3.21874,3.19859,0.067643,0.00761138,4.88356,4.12122,20.4093,1.29872
"SAT2",0.26052,6.64677,1.61978,0.176994,2.81598,5.11601,3.63918,0.0654125,0.00717925,5.40753,4.7275,21.4511,0.5825
"SAT2",0.262037,4.39719,1.48657,0.231097,4.06751,5.22499,3.67567,0.0468052,0.00721651,4.09286,4.53375,20.0651,0.97625
"SAT2",0.297689,4.58992,1.44366,0.294906,3.00634,4.16651,3.33005,0.0320001,0.00712617,4.1539,4.49975,19.7347,0.72225
"SAT2",0.223985,6.20527,1.7209,0.215063,3.35808,4.77837,3.62789,0.0505176,0.00633498,5.30756,4.706,21.502,0.8235
"SAT2",0.275045,4.92823,1.82732,0.23167,4.15464,3.45968,3.52863,0.0484531,0.00819578,4.56158,4.15225,19.4971,1.43475
"SAT2",0.341606,7.10298,1.54116,0.208423,3.11932,5.12491,3.28323,0.0411181,0.00701171,6.23377,4.663,22.9691,0.9205
"SAT2",0.184868,4.72839,1.56096,0.240606,3.17142,4.73879,3.92564,0.0397301,0.00602225,4.27003,4.48545,18.5899,0.59795
"SAT2",0.223273,4.5518,1.31801,0.241547,3.55287,3.70388,3.71508,0.0422995,0.00662854,4.17525,4.50275,19.7781,1.07525
"SAT2",0.211582,5.2891,1.59205,0.237792,3.8963,4.70891,4.06173,0.0585778,0.00799599,4.78427,4.64975,19.2708,1.34975
"SAT2",0.232024,4.49634,1.70021,0.220519,4.28802,3.57603,3.78345,0.0593882,0.00805072,4.16164,4.205,18.5945,1.3225
"SAT2",0.288245,4.83473,1.35074,0.258505,3.15365,3.749,3.00524,0.0330774,0.00741014,4.48641,4.44075,19.2688,0.93825
"SAT2",0.431176,4.79329,1.34611,0.240391,3.18556,5.66182,3.18739,0.0544878,0.00646367,4.10805,4.53033,17.5584,0.417825
"SAT2",0.336584,4.9653,1.49795,0.230957,3.10826,3.45139,3.01639,0.0328571,0.00717294,4.56501,4.46821,19.7713,0.738208
"SAT2",0.308434,4.41724,1.55357,0.250659,3.70083,4.84997,3.29139,0.0502594,0.00657379,4.04936,3.97625,19.5862,0.53625
"SAT2",0.256004,5.1698,1.7219,0.236595,3.76819,3.75265,4.1089,0.0572859,0.00725372,4.69024,4.5305,18.9238,1.608
"SAT2",0.37133,5.1492,1.43999,0.207783,3.96553,4.67546,2.99225,0.0417329,0.00708396,4.76145,4.39325,21.9398,1.23325
"SAT2",0.232866,6.87159,1.42971,0.161347,2.9306,4.13558,3.64038,0.0491606,0.00677644,5.79409,4.85623,27.4871,0.341225
"SAT2",0.223558,5.13481,1.69825,0.17688,3.72934,4.16289,3.89496,0.0486575,0.00752682,4.76726,4.35725,24.9375,1.17975
"SAT2",0.249305,6.45984,1.69421,0.212728,2.97428,5.018,3.59446,0.0444071,0.00736088,5.732,4.6905,22.676,1.038
"SAT2",0.310909,4.6509,1.71318,0.18602,3.44403,3.76338,3.25802,0.0577888,0.00699451,4.27895,4.444,21.0506,1.1215
"SAT2",0.208573,6.6491,1.24879,0.169179,2.63085,4.49272,3.38754,0.0547048,0.00694146,5.8337,4.82575,25.3837,0.66575
"SAT2",0.30779,5.91381,1.74655,0.196579,3.33756,5.36951,3.49621,0.0583901,0.00768705,5.29824,4.48525,21.7045,1.19025
"SAT2",0.268321,4.83936,1.51946,0.226894,3.79749,4.52924,3.5605,0.0390469,0.00733927,4.51416,3.98358,22.2042,0.67108
"SAT2",0.171528,5.70482,1.62225,0.22095,3.75647,5.05273,4.01646,0.0409733,0.00761037,5.13512,4.55625,20.104,1.36875
"SAT2",0.215504,6.85802,1.97504,0.178197,4.79801,4.8837,4.47095,0.0610939,0.00836664,6.15005,4.50625,23.9325,1.81625
"SAT2",0.268268,4.85463,1.81733,0.221339,5.08531,3.75244,3.86513,0.0410001,0.0079461,4.64009,4.2535,20.2632,1.5985
"SAT2",0.205278,5.47146,1.01377,0.210328,2.64506,5.26594,3.82129,0.0497958,0.00595782,4.75578,4.93325,21.543,0.63325
"SAT2",0.241354,6.04668,1.92916,0.241798,3.98732,3.27649,3.92972,0.0480728,0.00709757,5.28173,4.49533,18.8087,1.57533
"SAT2",0.348689,4.92982,1.73366,0.221526,3.60139,4.13022,3.17908,0.0475047,0.00764375,4.54092,4.358,21.403,1.1505
"SAT2",0.280221,4.09478,1.87415,0.253505,5.18631,4.95571,4.1262,0.0508948,0.00708193,3.8886,4.1255,17.7817,1.803
"SAT2",0.317452,5.88642,1.59099,0.227916,3.64476,4.9597,3.70958,0.0340001,0.00728956,5.41878,4.46025,21.8382,1.22525
"SAT2",0.314,4.73978,1.38005,0.256395,3.02954,3.20687,2.99527,0.0349173,0.00700931,4.22994,4.67313,18.4493,0.828125
"SAT2",0.226263,5.05323,1.58836,0.195677,4.20106,4.53956,3.61643,0.0414755,0.0084131,4.76951,4.3048,22.9959,1.3948
"SAT2",0.139017,5.14686,1.34071,0.241553,3.35644,5.43397,3.90666,0.0463301,0.00757453,4.75845,4.609,20.1486,1.214
"SAT2",0.183086,4.78731,1.62782,0.214104,3.76635,4.1519,3.99811,0.0530001,0.00673873,4.13469,4.42,19.3129,0.95
"SAT2",0.291293,4.78923,1.75388,0.228605,4.38223,3.77143,3.24163,0.041429,0.00659259,4.5023,4.0425,20.8967,1.3025
"SAT2",0.276329,4.78403,1.49241,0.205147,3.76332,4.20826,3.40985,0.0474629,0.00742344,4.47682,4.20395,21.5882,0.99645
"SAT2",0.287508,5.90018,1.52005,0.215606,3.80177,4.61631,3.74524,0.0377528,0.00876659,5.32193,4.60715,21.4147,0.90465
"SAT2",0.271859,4.88988,1.82742,0.234226,4.32431,5.71882,3.54907,0.0517395,0.00578131,4.57121,4.18082,19.7254,1.29082
"SAT2",0.236346,3.5,1.31483,0.308717,2.93001,3.49542,3.74328,0.0390001,0.00714782,3.22888,4.5,15.0413,0.7575
"SAT2",0.281953,5.45225,1.36239,0.195225,3.26973,3.96556,3.07423,0.0431444,0.00753449,4.91802,4.5275,22.7883,0.8275
"SAT2",0.257879,4.8317,1.90048,0.220675,4.76011,3.50274,3.76205,0.049165,0.00736768,4.54899,4.07305,19.9335,1.38305
"SAT2",0.299794,5.29049,1.49002,0.226249,3.53579,3.98156,3.35855,0.0541398,0.00695591,4.70782,4.49175,18.5498,0.90925
"SAT2",0.204973,4.83953,1.34812,0.227389,3.60336,4.85693,3.91796,0.0490001,0.00676884,4.24393,4.71625,20.8235,0.73375
"SAT2",0.264823,5.9654,1.36024,0.196645,2.8371,3.67901,2.95164,0.0540849,0.00735242,5.31699,4.76675,21.7081,0.92175
"SAT2",0.312558,7.66702,1.6365,0.193483,3.08747,5.10134,3.55753,0.0472034,0.00763841,6.71511,4.847,25.3749,0.9095
"SAT2",0.270611,5.96921,1.79153,0.224297,3.8475,4.44345,3.37308,0.0554327,0.00789658,5.3458,4.3985,20.32,1.3585
"SAT2",0.272343,5.81399,1.85479,0.286322,4.17921,3.9373,3.80364,0.0522921,0.00706035,5.12237,4.1525,19.1276,1.0825
"SAT2",0.28732,5.17126,1.59678,0.22103,3.82375,3.85999,3.03464,0.0368603,0.00798133,4.87123,4.1255,20.6782,1.1805
"SAT2",0.239542,5.60638,1.33273,0.222106,3.07701,3.06101,3.02721,0.0613881,0.00661145,4.67778,4.867,19.0835,0.492
"SAT2",0.278558,5.34259,1.72842,0.239646,4.07068,3.67354,3.32676,0.0450542,0.00760644,4.83196,4.39933,18.4143,1.01683
"SAT2",0.252226,6.34492,1.62523,0.214698,3.35215,4.93298,3.59666,0.0449749,0.00771195,5.65591,4.59875,21.6787,1.10375
"SAT2",0.28357,4.81126,1.33855,0.224702,3.35468,3.23316,3.36364,0.050048,0.00699655,4.17409,4.565,19.3595,0.745
"SAT2",0.280121,6.19413,1.38212,0.215217,2.83685,4.47185,3.81364,0.0530001,0.00703813,4.69764,4.77667,19.5067,0.46917
"SAT2",0.354845,4.49958,1.56123,0.245555,3.49905,3.77068,2.85766,0.0482761,0.00736975,4.16823,4.31025,19.6588,0.92275
"SAT2",0.238206,4.55315,1.72441,0.212305,5.22847,4.73575,3.62151,0.0484643,0.00649829,4.29087,3.8805,21.3415,1.1555
"SAT2",0.2875,6.76704,1.40701,0.221687,3.51882,6.12609,3.83505,0.0351384,0.0102506,5.61019,5.10575,21.0355,1.15825
"SAT2",0.290207,5.24785,1.56064,0.210077,3.23555,4.05538,3.12331,0.0429329,0.007068,4.67557,4.3065,22.2311,0.334
"SAT2",0.282023,5.74837,1.62786,0.229864,3.44009,5.32943,3.60154,0.0475518,0.00712199,5.15077,4.55925,19.58,1.18425
"SAT2",0.270673,4.57102,1.87083,0.228662,5.14301,3.38401,3.9778,0.0445148,0.0076073,4.34744,3.97525,19.9681,1.64275
"SAT2",0.170616,5.61659,1.66657,0.219201,4.62769,3.99077,4.371,0.0444021,0.00765943,5.00649,4.65575,20.8631,1.53075
"SAT2",0.233828,5.57567,1.83875,0.173641,4.57675,3.52391,3.50357,0.0470778,0.00685943,5.25219,3.85233,24.769,1.14482
"SAT2",0.294957,4.65655,1.7478,0.240871,4.28779,5.07197,3.49491,0.0406994,0.00789211,4.41111,4.20775,19.0059,1.30525
"SAT2",0.233805,4.58574,1.49124,0.218663,3.39102,3.90413,4.00527,0.04396,0.00568051,4.17946,4.48525,20.5296,0.58025
"SAT2",0.288437,5.51521,1.66758,0.215758,3.38498,4.37365,3.59497,0.0465574,0.00795547,5.00407,4.26325,21.9729,0.80825
"SAT2",0.275892,4.70491,1.31996,0.239329,3.00335,3.91258,3.71337,0.0408146,0.00722575,4.3247,4.68128,20.3387,0.613775
"SAT2",0.257635,4.87443,1.5729,0.227914,3.65446,4.5638,3.64331,0.0446828,0.00801526,4.47313,4.48725,20.7169,1.18475
"SAT2",0.242414,4.72466,1.75636,0.248423,3.94037,3.8184,3.79366,0.0463028,0.00753564,4.29458,4.45975,17.2144,1.16475
"SAT2",0.322779,4.01788,1.65129,0.249781,4.02827,4.87757,3.04709,0.0533278,0.00752972,3.7311,4.48425,17.5766,1.23175
"SAT2",0.210253,5.02339,1.733,0.213345,4.49498,2.80741,3.1871,0.0441648,0.00662653,4.72317,4.1815,22.1325,1.244
"SAT2",0.287479,4.87682,1.33921,0.198719,3.14449,5.11605,3.84506,0.0560564,0.00753535,4.36993,4.57925,21.1441,0.92425
"SAT2",0.327399,5.43764,1.62609,0.178789,3.1967,5.52842,3.31939,0.051071,0.00705758,4.8077,4.4135,22.6495,0.6135
"SAT2",0.228361,5.4692,1.24017,0.217044,2.50214,2.49481,3.51744,0.0525357,0.00674549,4.71146,4.941,19.5336,0.446
"SAT2",0.347572,5.08389,1.33236,0.245399,2.99041,4.91557,3.44914,0.0395133,0.00669866,4.44153,4.63325,19.1686,0.53325
"SAT2",0.311435,5.04886,1.69474,0.320323,3.35867,4.20125,3.6764,0.0543407,0.00614008,4.18323,4.31588,16.244,0.820875
"SAT2",0.228488,4.9196,1.49033,0.218281,3.51498,5.26979,3.6235,0.0508672,0.00761942,4.45322,4.42055,19.8333,1.00555
"SAT2",0.240353,5.85012,1.64487,0.201469,3.6755,4.12796,3.47095,0.052607,0.00736593,5.23915,4.4696,21.8823,0.8871
"SAT2",0.208102,5.2694,1.81861,0.240133,4.65115,5.37917,3.90943,0.0391611,0.00841655,4.98092,4.4475,19.2792,1.6675
"SAT2",0.180049,5.44707,1.19891,0.185197,3.17855,3.67428,3.45915,0.053509,0.00756575,4.99654,4.705,24.7935,1.115
"SAT2",0.226522,5.23082,1.16305,0.226845,2.77031,5.64031,3.76986,0.0485657,0.00718826,4.78357,4.84725,20.9102,0.84725
"SAT2",0.147859,5.70547,2.12123,0.190195,4.82827,3.93988,3.93963,0.0510904,0.0081426,5.34072,4.33225,21.3842,1.93475
"SAT2",0.19096,5.49947,1.78107,0.185875,4.9553,3.76664,3.61492,0.0542915,0.00864232,5.04514,4.449,24.1145,1.8315
"SAT2",0.20884,4.74807,1.88292,0.217656,5.08942,3.52149,3.58761,0.059863,0.00832897,4.49134,4.094,22.2366,1.6565
"SAT2",0.2391,5.31885,1.36429,0.175089,3.94571,5.17039,3.80866,0.0557924,0.00755833,4.74702,4.59275,26.0584,1.15775
"SAT2",0.312624,6.72873,1.80429,0.224996,4.22968,5.19666,3.52744,0.041625,0.00741279,6.09651,4.462,21.161,1.6495
"SAT2",0.257229,5.6258,1.73218,0.224319,3.45277,3.87088,3.41498,0.0497104,0.00686703,5.04208,4.47275,19.9634,1.02775
"SAT2",0.233401,5.79621,1.37285,0.201313,3.10538,3.63151,3.46034,0.0587628,0.007741,5.09035,4.772,20.5906,1.172
"SAT2",0.250629,4.80878,1.61576,0.241254,3.58644,3.56498,3.56362,0.0461677,0.00695575,4.36184,4.45875,19.2305,1.07375
"SAT2",0.263442,5.02266,1.50093,0.251895,3.78302,4.44559,3.49274,0.0449448,0.00712667,4.43218,4.58275,18.4676,1.10525
"SAT2",0.232159,6.6563,1.55551,0.186406,3.74909,4.24844,3.73014,0.0530001,0.00734944,5.83694,4.51618,23.2329,0.798675
"SAT2",0.179083,5.6966,1.58476,0.173612,3.40417,5.1765,3.89324,0.0545863,0.00594825,5.04031,4.49897,23.2355,0.991475
"SAT2",0.235326,4.82822,1.66851,0.233893,3.91533,4.73566,3.82369,0.0422405,0.0076144,4.51346,4.471,18.9971,1.596
"SAT2",0.309288,3.78363,1.34001,0.279902,3.12773,3.04381,3.22625,0.0399985,0.00621595,3.51039,4.57837,16.2635,0.823375
"SAT2",0.33957,5.39833,1.37105,0.223104,2.90977,5.8066,3.37626,0.0475599,0.00577527,4.49979,4.85885,19.0671,0.34635
"SAT2",0.162121,4.89324,1.4644,0.208067,3.71367,3.4265,3.94288,0.0503923,0.00753646,4.41049,4.24025,20.4493,0.94525
"SAT2",0.170872,5.75899,1.72477,0.21399,4.87866,4.3868,4.29458,0.0420001,0.00852469,5.46626,4.31475,22.2085,1.82975
"SAT2",0.209496,5.13544,1.68015,0.196808,4.65656,5.21859,4.34901,0.0460002,0.00769871,4.69999,4.18775,22.4724,1.12775
"SAT2",0.287852,6.7032,1.61077,0.190613,2.85603,4.34279,3.50099,0.050653,0.00735609,5.69282,4.8205,23.3002,0.9055
"SAT2",0.225118,5.4634,1.49288,0.190968,3.14569,4.57111,3.24562,0.0449519,0.00746645,4.91393,4.37975,22.6685,0.55975
"SAT2",0.180559,5.72284,1.26247,0.175533,3.20102,3.64544,3.48868,0.0531262,0.00551074,4.94306,4.4435,23.611,0.4535
"SAT2",0.236056,5.26138,1.3634,0.205994,3.72136,4.47368,3.43412,0.0456893,0.00664128,4.91489,4.45325,24.5618,1.03325
"SAT2",0.324268,4.40389,1.39682,0.26431,2.98831,3.05191,3.34015,0.0463956,0.00700387,3.8466,4.59165,16.9863,0.56915
"SAT2",0.297781,5.55029,1.73375,0.238587,4.40296,5.13029,4.20064,0.0494111,0.00785247,4.84049,4.49938,19.5925,1.26687
"SAT2",0.324202,5.45117,2.01677,0.230045,4.28643,6.47863,3.55765,0.0384661,0.00656639,5.1361,4.24625,20.2571,1.55375
"SAT2",0.282117,5.40621,1.22929,0.21185,2.97854,5.40356,3.62686,0.0479412,0.00718501,4.79085,4.56798,22.0043,0.330475
"SAT2",0.30522,5.08037,1.79278,0.217527,4.36033,4.89082,3.72424,0.0532432,0.00720388,4.59773,4.183,20.233,1.288
"SAT2",0.226702,4.70148,1.77061,0.234165,4.65859,3.41182,4.09428,0.0352124,0.00806761,4.48912,4.366,20.3804,1.866
"SAT2",0.258688,5.48408,1.91185,0.194923,4.28047,3.5802,3.27891,0.0593486,0.0084774,5.07912,4.14975,20.6406,1.55475
"SAT2",0.200909,5.49065,1.52662,0.215377,3.22281,4.43089,3.96098,0.0453603,0.00631915,4.89411,4.69528,19.8387,0.870275
"SAT2",0.228468,5.16963,1.3945,0.19792,3.01709,3.60362,3.21344,0.0611002,0.00605978,4.55873,4.37825,21.1178,0.42575
"SAT2",0.26082,4.82417,1.70932,0.232245,4.33974,5.27371,3.47678,0.054508,0.00778168,4.47637,4.1976,20.2655,1.1626
"SAT2",0.304229,5.98065,1.46237,0.215488,3.42693,5.14569,3.77481,0.0342774,0.00752996,5.50841,4.41375,23.321,0.89625
"SAT2",0.240532,5.26808,1.6647,0.203785,3.94176,3.84159,3.0579,0.0554756,0.00664609,4.69786,4.32003,20.8906,0.815025
"SAT2",0.306048,4.5178,1.82178,0.230578,4.14817,4.955,3.9084,0.0468968,0.0079933,4.2389,4.4875,19.3103,1.51
"SAT2",0.192768,5.32307,1.77703,0.203286,4.71357,4.86811,3.79656,0.0461757,0.00679653,4.9558,3.97945,24.7321,0.93445
"SAT2",0.23571,5.6976,1.57471,0.176208,4.53296,4.19986,3.51391,0.0605213,0.00942028,5.1851,4.667,23.7395,1.6845
