"ID","k","K","delta","b","r","nu","I0","A0","P0","vmax","tmax","cumviral","start"
"SAT1",0.288419,8.25717,1.67056,0.0987906,4.23508,6.02334,2.99916,0.144845,0.00844102,7.26465,3.134,33.0333,0.269
"SAT1",0.298524,9.66427,1.81162,0.0905753,4.6647,5.94066,3.46932,0.220619,0.00665933,8.12701,3.0635,32.6142,0.441
"SAT1",0.355091,9.38904,1.67917,0.105138,4.78262,8.07779,3.14183,0.251235,0.00622898,7.6666,3.285,29.4177,0.6475
"SAT1",0.241109,7.05973,1.88631,0.111419,5.03627,5.60718,3.75589,0.201047,0.00876098,6.09815,2.88193,28.1098,0.399425
"SAT1",0.321901,7.56654,1.74009,0.103602,5.12549,7.03395,3.19969,0.192931,0.00813344,6.71935,2.9045,31.5572,0.4445
"SAT1",0.3053,8.64058,1.423,0.0914471,3.86452,7.12779,3.00342,0.18609,0.00864312,7.54424,3.14315,35.0119,0.12065
"SAT1",0.22699,7.74,1.6577,0.112995,4.50914,8.08665,3.47304,0.137437,0.00819112,6.90866,3.17425,29.5986,0.48925
"SAT1",0.258093,7.2704,2.08715,0.100303,5.66716,5.59671,3.14239,0.223637,0.00855174,6.0965,2.9565,28.6924,0.719
"SAT1",0.423332,9.84531,1.74707,0.0999911,4.17069,9.18196,2.91812,0.186412,0.0073867,8.10565,3.39502,30.0003,0.545025
"SAT1",0.285594,9.74478,1.91599,0.0859336,4.89525,5.38936,2.75727,0.250855,0.00870684,8.06129,2.86368,31.6781,0.341175
"SAT1",0.213008,8.90752,1.57611,0.109336,4.03866,4.18233,3.33444,0.125061,0.00791504,7.78618,3.178,32.8201,0.263
"SAT1",0.308035,8.35216,1.64478,0.10473,4.75378,8.16743,3.30887,0.169019,0.00877359,7.24261,2.95115,32.0193,0.38115
"SAT1",0.365817,9.16258,1.39145,0.116041,3.33041,6.1781,2.82437,0.197834,0.00724481,7.25664,3.69298,26.8128,0.185475
"SAT1",0.278103,7.30923,1.42016,0.122799,4.24762,5.88066,3.65436,0.155634,0.00778257,6.43941,3.0415,29.4508,0.299
"SAT1",0.314579,7.63936,1.64492,0.102185,5.04038,5.16344,3.07504,0.187767,0.00846217,6.76083,2.951,30.5388,0.476
"SAT1",0.267831,8.7906,1.63987,0.100586,4.23693,4.07304,3.0233,0.305522,0.00700822,6.63271,3.721,25.7507,0.5935
"SAT1",0.205855,9.00482,1.61725,0.0868789,4.63338,8.77628,3.21192,0.245456,0.0088821,7.5313,3.103,32.1695,0.463
"SAT1",0.310997,7.57341,1.6625,0.120348,4.23763,6.51997,3.39768,0.198465,0.0069485,6.33396,3.53818,24.9699,0.558175
"SAT1",0.304857,6.87773,1.42292,0.109835,4.28201,8.67456,3.5796,0.220871,0.00648387,6.03698,3.25925,29.1958,0.40675
"SAT1",0.410083,8.43823,1.69246,0.101116,4.74515,9.30212,3.18884,0.188157,0.00761818,7.21871,3.22925,31.2804,0.59175
"SAT1",0.303773,7.50235,1.66783,0.102205,5.34655,7.65258,3.37327,0.185374,0.00792482,6.64586,2.81743,33.1122,0.324925
"SAT1",0.296461,8.16186,1.74927,0.0947091,4.73036,4.31114,2.97465,0.190518,0.00775407,7.04338,2.99775,31.8787,0.46775
"SAT1",0.323776,7.29107,1.50504,0.112236,4.56313,5.38003,3.09152,0.213898,0.00845496,6.41386,2.9855,29.1447,0.353
"SAT1",0.319499,7.79915,1.49085,0.0980708,4.35357,5.72254,2.98029,0.203498,0.00770238,6.7676,3.15633,30.0879,0.296325
"SAT1",0.167375,8.17498,1.55657,0.106932,4.55783,4.81365,3.48061,0.148446,0.00815879,7.20866,3.12251,32.3622,0.382508
"SAT1",0.329043,9.39669,1.78601,0.0865505,5.03186,5.60035,2.73807,0.232001,0.00851886,8.0794,2.81217,34.3844,0.409675
"SAT1",0.284163,9.19529,1.58821,0.086908,4.78141,7.94341,3.7178,0.209345,0.00687491,8.00122,3.04175,34.6575,0.48175
"SAT1",0.301791,8.97988,1.64844,0.105177,4.22994,10.2502,3.67141,0.152001,0.00765499,7.82628,3.25525,31.9179,0.45525
"SAT1",0.310707,8.37687,1.55259,0.108465,3.88006,7.01664,3.51337,0.1695,0.00888098,7.15468,3.147,29.1904,0.242
"SAT1",0.346131,7.7251,1.49458,0.105804,4.62853,8.35073,2.97407,0.117741,0.00761131,7.12411,3.0427,34.5287,0.3852
"SAT1",0.280457,9.14893,1.47353,0.104538,3.93611,7.7369,3.39626,0.139067,0.0075506,7.98224,3.32095,33.9443,0.32595
"SAT1",0.336988,8.53179,1.53451,0.101312,4.21892,6.83184,2.89828,0.224834,0.00895863,7.15546,3.09443,30.756,0.274425
"SAT1",0.297246,7.72549,1.76585,0.104818,4.60545,5.47151,3.22266,0.167586,0.00859641,6.74181,2.95578,28.9899,0.380775
"SAT1",0.371492,7.8791,1.69862,0.111894,4.40749,6.97755,3.27932,0.186632,0.00825063,6.47521,3.339,27.0469,0.4065
"SAT1",0.255581,9.24675,1.33053,0.0914258,4.17219,9.91135,3.99693,0.175985,0.00775355,8.08237,3.28492,35.8471,0.384925
"SAT1",0.327278,9.54926,1.72752,0.0932137,4.60369,8.35487,3.31314,0.149113,0.00930349,8.39888,3.07125,35.3606,0.43625
"SAT1",0.308997,8.16421,1.59042,0.0997993,4.1918,5.15866,3.10559,0.218919,0.00710903,6.91451,3.00282,29.1028,0.180325
"SAT1",0.34533,9.0021,1.38562,0.111164,4.21336,5.87849,3.22158,0.215132,0.00795154,7.32125,3.5675,28.0279,0.615
"SAT1",0.266403,8.56032,1.80295,0.0952352,4.3391,6.57,3.72119,0.220907,0.00787605,7.10686,2.96325,29.9248,0.22575
"SAT1",0.321346,7.86948,1.77628,0.10846,4.97938,7.39391,3.53066,0.215923,0.00855673,6.81144,2.81,29.4994,0.3725
"SAT1",0.197134,7.98773,1.81074,0.0946011,5.39823,5.83999,3.35551,0.185538,0.00813076,7.09497,2.802,32.5549,0.412
"SAT1",0.245736,8.96398,1.61477,0.0868758,4.17638,6.96845,3.80393,0.233239,0.00694782,7.48096,3.1589,33.0993,0.2239
"SAT1",0.328406,7.2131,1.62406,0.110162,4.09656,5.3451,2.55607,0.137822,0.00871517,6.46102,3.02445,30.9316,0.17945
"SAT1",0.334147,9.58551,1.61109,0.0876808,4.18324,8.80755,3.32047,0.160441,0.00902309,8.45581,3.0559,37.207,0.208405
"SAT1",0.371803,7.83594,1.5843,0.125989,3.8798,7.57839,2.78105,0.137822,0.00875084,6.79835,3.14675,28.8549,0.21925
"SAT1",0.29512,8.90323,1.42915,0.109112,3.79511,6.56637,3.62342,0.212139,0.00737755,7.18033,3.58245,29.5644,0.39245
"SAT1",0.258343,8.62461,1.84254,0.109871,4.39823,6.45456,3.12026,0.155559,0.00718306,7.43954,2.9505,29.9433,0.258
"SAT1",0.293176,9.2109,1.49873,0.097095,4.42237,6.37577,3.54292,0.152496,0.00811642,8.05498,3.21225,33.395,0.39725
"SAT1",0.312895,9.63728,1.70353,0.0951146,4.05741,7.85873,3.30068,0.163921,0.00652088,8.04034,3.587,32.2896,0.497
"SAT1",0.356367,10.1448,1.85216,0.0888923,4.27538,7.56258,3.0907,0.201617,0.0087993,8.47252,3.15725,34.1289,0.38475
"SAT1",0.247038,8.79134,1.74856,0.100142,4.90978,6.59166,3.91298,0.172878,0.00798861,7.7149,3.02175,32.2154,0.56175
"SAT1",0.249458,9.72794,1.60364,0.101565,4.04129,4.28149,3.34899,0.183405,0.00827624,8.14139,3.13303,31.1357,0.263025
"SAT1",0.280103,9.31984,1.65946,0.100965,4.36965,7.33302,3.49681,0.169708,0.00761302,8.02046,3.12475,34.7291,0.38475
"SAT1",0.278221,8.46811,1.56193,0.101278,3.98482,5.17635,3.4492,0.227838,0.00813935,6.74048,3.43425,29.5913,0.38425
"SAT1",0.166846,7.95512,1.98531,0.102218,4.56492,5.11312,4.12727,0.160792,0.00762719,6.7878,3.19725,29.6658,0.57225
"SAT1",0.399913,7.72677,1.54324,0.119147,4.39723,8.2145,3.13917,0.138414,0.0079552,6.82504,3.06338,30.2278,0.258375
"SAT1",0.289593,8.37426,1.76844,0.0985363,4.71585,5.76097,3.07866,0.133956,0.00896691,7.45577,2.97775,33.4937,0.43025
"SAT1",0.358233,8.88392,1.67786,0.100816,4.37321,9.25004,3.36099,0.199931,0.0062343,7.646,3.18975,32.8197,0.39475
"SAT1",0.378705,7.94359,1.65841,0.0899934,4.84034,8.73055,3.17895,0.299542,0.0074542,6.58618,2.98078,31.0586,0.343275
"SAT1",0.403925,8.90063,1.49187,0.101488,3.93406,7.52361,2.82108,0.156708,0.00757138,7.56048,3.48352,32.616,0.368525
"SAT1",0.309152,8.51178,1.77888,0.0950051,4.6691,5.10786,2.8307,0.215606,0.00923546,7.21068,3.021,31.541,0.4135
"SAT1",0.196366,7.83432,1.70395,0.0949225,4.95996,8.3763,4.09779,0.180588,0.00660186,6.92665,3.12642,34.1385,0.581425
"SAT1",0.334748,8.02671,1.33223,0.112439,3.68545,6.35142,3.04174,0.117262,0.00838962,7.14571,3.28582,32.4802,0.135818
"SAT1",0.274579,9.27821,1.64349,0.0860597,4.37866,7.28206,3.22246,0.16583,0.00839909,8.07473,3.0285,36.1041,0.2935
"SAT1",0.260596,8.18709,1.53088,0.100708,3.9855,6.99461,3.69409,0.143365,0.00884544,7.23158,3.08955,31.9284,0.19705
"SAT1",0.221928,8.3263,1.823,0.0966073,5.2738,6.46271,3.72296,0.244769,0.00776563,7.05601,2.8785,30.4739,0.5635
"SAT1",0.368744,9.33805,1.48861,0.0979113,3.89101,5.39782,2.34208,0.19015,0.00864655,7.8512,3.09452,32.4852,0.122025
"SAT1",0.322347,7.6378,1.69663,0.120271,5.05489,8.29672,3.58597,0.179277,0.00801229,6.68515,2.90415,29.1887,0.47165
"SAT1",0.349804,8.68598,1.75104,0.102969,4.58819,6.07827,3.09069,0.181951,0.00850498,7.25771,2.95308,29.1925,0.338075
"SAT1",0.410165,8.35749,1.63054,0.11241,4.15218,9.51313,3.23451,0.13061,0.00796123,7.37113,3.0845,30.4086,0.2345
"SAT1",0.3435,8.63433,1.36859,0.0994101,3.61598,6.43472,2.98537,0.162108,0.00835756,7.56712,3.3086,33.364,0.1311
"SAT1",0.250449,7.61223,1.60711,0.0985179,4.81385,5.78166,3.23604,0.219106,0.00760736,6.56057,2.9115,29.9405,0.3965
"SAT1",0.296673,9.10773,1.65584,0.103074,4.38573,5.2575,2.94142,0.148947,0.00867932,8.11432,3.0335,34.1781,0.2885
"SAT1",0.321522,8.51473,1.52132,0.10454,4.08076,6.58458,3.13369,0.186749,0.00791542,7.29929,3.19625,29.0484,0.28875
"SAT1",0.363894,7.29025,1.5521,0.105719,4.61714,6.61948,2.80596,0.206321,0.00998472,6.34903,2.91025,29.3335,0.40275
"SAT1",0.296554,7.75793,1.92629,0.0919067,4.98236,9.23739,3.86652,0.207666,0.00741931,6.77183,2.9015,32.2198,0.364
"SAT1",0.296815,8.4636,1.73961,0.0866243,4.83528,4.97222,3.09426,0.266396,0.00920358,7.00618,3.01208,32.9398,0.374575
"SAT1",0.371161,8.36373,1.86563,0.0884746,5.29014,8.8068,3.40312,0.287384,0.00919952,7.05244,2.95725,30.2982,0.65975
"SAT1",0.336053,8.00896,1.53827,0.102705,4.70801,6.4009,3.02705,0.151013,0.00729398,7.18456,3.01925,32.1993,0.42925
"SAT1",0.400025,8.83889,1.46253,0.125086,3.5867,6.9754,3.06262,0.202456,0.00659632,6.80638,3.5689,24.3084,0.3164
"SAT1",0.285662,8.91326,1.75581,0.0906891,4.91658,6.87233,3.07487,0.233944,0.00734455,7.54627,2.9615,31.5242,0.444
"SAT1",0.307719,7.95603,1.36707,0.0960031,4.25978,5.1944,2.89674,0.200595,0.00775577,6.92466,3.1215,33.0048,0.234
"SAT1",0.282394,10.0324,1.87272,0.0930853,4.29728,8.94084,3.68586,0.137073,0.00932392,8.73771,3.05025,35.5354,0.35775
"SAT1",0.286557,6.63175,1.41842,0.124463,4.62302,7.18257,3.5546,0.147573,0.00661599,6.02738,2.90775,28.453,0.32525
"SAT1",0.287955,9.06846,1.7024,0.0950658,4.15231,7.0439,3.39951,0.200954,0.00872065,7.65899,3.187,31.6109,0.3645
"SAT1",0.153479,7.82591,1.85096,0.0983541,5.18548,6.83554,4.07022,0.163425,0.00660626,6.88849,2.94975,32.8808,0.52725
"SAT1",0.345915,8.25726,1.44828,0.107027,4.17689,7.55914,3.14679,0.183152,0.00859616,7.07008,3.0743,32.8152,0.2393
"SAT1",0.292984,8.44646,1.80415,0.108822,4.49425,4.97073,2.77584,0.18822,0.00695658,7.17476,2.97878,30.1164,0.243775
"SAT1",0.237131,7.12147,1.73068,0.111953,5.13856,7.03469,3.73188,0.186174,0.00819772,6.2612,2.85422,28.5813,0.471725
"SAT1",0.298585,8.32967,1.61845,0.106142,4.01109,5.14399,2.86513,0.171425,0.00777019,7.13359,3.12102,30.4231,0.223525
"SAT1",0.194923,9.36885,1.53701,0.0945592,4.31078,6.51531,3.45303,0.201653,0.00723294,7.85995,3.53075,32.538,0.56825
"SAT1",0.218095,8.08441,1.51503,0.0924078,4.38082,6.85869,3.33638,0.18005,0.00715004,7.04731,3.09051,33.5292,0.335508
"SAT1",0.273214,7.91416,1.84257,0.104564,4.85285,6.18999,3.34556,0.183574,0.00888746,6.91115,2.949,29.8439,0.444
"SAT1",0.245935,7.56677,1.63624,0.112185,4.53702,6.13804,3.26477,0.194191,0.00818643,6.62653,2.92525,29.4113,0.24025
"SAT1",0.175312,8.14397,1.67055,0.101435,4.39588,6.60736,3.99602,0.208686,0.00745394,6.55115,3.46625,28.7463,0.49875
"SAT1",0.233494,8.77378,1.47252,0.104673,3.98788,8.98276,3.95608,0.200035,0.00658757,7.28912,3.51525,30.1508,0.40025
"SAT1",0.223385,8.62583,1.697,0.102355,4.77179,6.08773,3.59997,0.183525,0.0091841,7.50461,3.0115,31.0678,0.5015
"SAT1",0.235114,7.78691,1.43104,0.107217,3.82299,6.44946,3.74701,0.227539,0.00837366,6.1386,3.458,27.0949,0.3805
"SAT1",0.249872,7.83195,1.78696,0.106412,5.01391,7.3485,4.10412,0.318819,0.00778955,6.17825,3.202,25.4395,0.6645
"SAT1",0.324669,8.07161,1.64012,0.109222,4.19815,7.37754,3.10975,0.184923,0.00791135,6.76405,3.06615,28.3693,0.26615
"SAT1",0.386144,8.9193,1.52326,0.109808,3.74105,6.05915,2.92578,0.147311,0.00846229,7.59236,3.1494,29.5059,0.1469
"SAT1",0.266002,7.71568,1.64814,0.0960458,4.75806,7.63671,3.3289,0.180983,0.0106453,6.83712,2.994,34.0913,0.479
"SAT1",0.234587,8.12447,1.83912,0.0972356,4.87822,4.94857,3.13228,0.14747,0.00700793,7.28484,2.979,34.1588,0.459
"SAT1",0.270718,9.7558,1.71254,0.0895111,4.28408,7.04219,3.19403,0.143935,0.00781995,8.5345,3.07028,35.8449,0.305275
"SAT1",0.264606,9.02847,1.50793,0.100831,4.48996,6.34264,2.80854,0.139129,0.0086184,8.05507,3.111,35.2561,0.436
"SAT1",0.263253,7.9917,1.56872,0.127683,4.34808,7.63864,3.72413,0.128842,0.00734179,7.13058,3.13375,29.3357,0.36625
"SAT1",0.295732,8.62896,1.68572,0.1027,4.4277,8.52321,3.55279,0.176396,0.0078059,7.50103,3.2489,31.4972,0.5664
"SAT1",0.341344,9.85462,1.44,0.0985901,3.98461,6.59416,3.3032,0.219551,0.00706253,7.98144,3.349,30.9993,0.3565
"SAT1",0.3053,7.77496,1.90937,0.100265,6.02023,7.35933,3.17764,0.19779,0.0087028,6.95169,2.59662,32.5764,0.529125
"SAT1",0.284118,8.59651,1.67892,0.101599,5.04074,7.61893,3.09686,0.241391,0.00820549,7.35689,3.00075,33.8516,0.47325
"SAT1",0.268257,7.6749,1.67247,0.107579,4.50271,7.53128,3.64571,0.161907,0.00835481,6.72985,3.04455,29.9868,0.39205
"SAT1",0.374518,7.87962,1.52668,0.111595,4.11948,7.51871,3.39268,0.194219,0.00791542,6.77916,3.11318,29.6548,0.215675
"SAT1",0.41028,8.89361,1.52472,0.115262,3.91235,7.02104,2.70354,0.168112,0.00832342,7.55685,3.218,29.4482,0.298
"SAT1",0.227342,9.1962,1.76751,0.0957223,4.45048,5.80842,3.34654,0.169302,0.00734183,7.89923,3.06218,33.2304,0.334685
"SAT1",0.232589,9.29495,1.61374,0.0878908,4.67939,7.23529,2.86064,0.187192,0.00827561,8.03364,3.01845,35.929,0.10095
"SAT1",0.21034,8.07472,1.87425,0.104539,5.11157,6.516,3.72103,0.231571,0.00727658,6.7091,3.22575,27.5853,0.68325
"SAT1",0.309866,8.95823,1.69861,0.0876373,3.92994,4.431,2.6646,0.164426,0.00884936,7.6165,3.15358,34.0094,0.206075
"SAT1",0.359316,7.74902,1.42241,0.112575,4.19305,5.37403,2.79528,0.128707,0.00893215,6.97022,2.9524,31.1632,0.2024
"SAT1",0.366015,7.95914,1.55693,0.100521,4.45525,7.88812,3.51864,0.197763,0.0081848,6.95892,3.091,31.6515,0.361
"SAT1",0.419987,8.91596,2.04445,0.0948834,4.89766,8.98676,3.06337,0.195684,0.00687009,7.49562,2.884,30.3308,0.379
"SAT1",0.289327,9.7171,1.64868,0.10235,3.89775,5.16616,3.45245,0.255391,0.00841565,7.68862,3.4994,27.4761,0.4919
"SAT1",0.2542,7.80027,1.86408,0.097688,5.58005,6.03627,3.32178,0.228776,0.00839101,6.79602,2.81075,30.9265,0.50325
"SAT1",0.267261,7.4279,1.55218,0.10867,3.9113,4.00466,3.51015,0.184347,0.00735788,6.34906,3.1894,29.5019,0.1569
"SAT1",0.350868,7.65524,2.0756,0.104398,5.86203,5.68685,2.91658,0.301192,0.00717284,6.31742,2.7475,27.2136,0.605
"SAT1",0.36619,6.22646,1.72993,0.106839,4.53997,6.22814,2.83538,0.185157,0.00753841,5.34883,2.79712,28.553,0.094625
"SAT1",0.429274,8.22984,1.67937,0.106031,4.43413,5.89505,2.80408,0.228757,0.00685101,6.66251,3.30652,26.557,0.449025
"SAT1",0.323712,8.38619,1.87706,0.0955689,4.85708,8.00867,3.43373,0.235387,0.00742566,7.07195,2.879,30.7438,0.3715
"SAT1",0.324238,8.31646,1.81832,0.103274,5.13192,6.48998,2.90785,0.163127,0.00759321,7.34977,2.96175,31.017,0.59175
"SAT1",0.244439,7.30755,1.69286,0.102321,4.79962,6.09787,3.44006,0.197074,0.00766369,6.39574,2.9815,30.664,0.4465
"SAT1",0.287247,7.02025,1.88126,0.0997497,4.47244,7.48253,3.43244,0.219822,0.00733706,5.86232,3.11025,27.5276,0.42775
"SAT1",0.433153,7.43466,1.6004,0.100261,4.08349,7.61139,2.41546,0.156181,0.00763069,6.55476,2.94442,31.2135,0.089425
"SAT1",0.335971,6.52197,1.55776,0.129744,4.40569,4.91965,3.18152,0.168013,0.0069507,5.56844,3.2075,24.0977,0.5075
"SAT1",0.373408,8.33993,1.63527,0.0962092,4.61928,8.64317,3.01577,0.200767,0.00671859,7.29742,3.02975,31.9078,0.36475
"SAT1",0.269144,9.24784,1.57773,0.0965315,4.35061,8.0859,3.28422,0.140361,0.00811189,8.2435,3.15563,36.4258,0.395625
"SAT1",0.194937,9.09408,1.6863,0.0859933,4.69792,6.57,4.00757,0.264289,0.00704336,7.7528,3.08075,33.2826,0.45075
"SAT1",0.289203,9.1709,1.61852,0.102394,4.38374,6.18946,3.48142,0.160123,0.00706969,7.91091,3.05587,33.5977,0.288375
"SAT1",0.255388,7.76646,1.79635,0.105577,5.17402,5.66062,2.99834,0.23148,0.00783874,6.45229,2.9237,28.7993,0.3262
"SAT1",0.287119,7.75798,1.77735,0.115121,4.95653,5.84135,3.45931,0.188309,0.00714611,6.66461,3.19,26.8857,0.5975
"SAT1",0.288314,8.08368,1.93585,0.123989,4.99882,5.17341,3.37448,0.133046,0.00713375,7.18504,2.88725,27.6916,0.49475
"SAT1",0.351402,7.85369,1.64947,0.0898686,4.6859,9.18503,3.25809,0.21092,0.008505,6.78192,2.963,34.7089,0.353
"SAT1",0.410458,9.16229,1.99208,0.102529,4.88387,8.51159,3.39906,0.202336,0.00668992,7.5039,3.1975,28.9069,0.6425
"SAT1",0.328696,8.53725,1.42671,0.112124,3.80341,5.96431,3.04116,0.154918,0.00894814,7.38692,3.27378,31.1516,0.238775
"SAT1",0.269881,9.05535,1.78318,0.0967473,4.87344,7.88649,3.28168,0.15755,0.00752036,7.84099,3.25825,32.4244,0.65075
"SAT1",0.325887,6.92004,1.8167,0.103847,4.7857,4.95351,2.94978,0.164781,0.00798385,6.19387,3.0147,30.6911,0.4222
"SAT1",0.384291,7.89127,1.66333,0.103352,4.15026,7.8038,3.18605,0.185368,0.00767945,6.83177,3.23473,30.4886,0.327225
"SAT1",0.228674,8.40053,1.69914,0.11226,4.74736,5.2575,3.75226,0.189382,0.00758259,6.98447,3.3445,28.1521,0.632
"SAT1",0.252171,8.12324,1.82023,0.103626,4.48227,5.36387,3.35533,0.194803,0.00683512,6.90968,3.0055,28.0224,0.3455
"SAT1",0.217762,7.12892,1.40354,0.132048,4.24468,5.99305,3.77077,0.161304,0.00797813,6.20176,3.40825,25.5852,0.41825
"SAT1",0.251164,9.17291,1.65033,0.0941105,3.98035,5.88874,3.2783,0.165487,0.00942314,7.85876,3.45507,34.8095,0.305075
"SAT1",0.435177,9.46431,1.54295,0.0935943,4.13456,7.72644,2.69718,0.177254,0.0074494,8.02941,3.5895,33.6643,0.5495
"SAT1",0.344717,9.69773,1.93635,0.0882102,4.62877,8.44779,3.34358,0.164704,0.00723227,8.41533,3.14875,33.8212,0.48875
"SAT1",0.256547,9.0727,1.90411,0.096023,5.2505,9.0332,3.57258,0.299517,0.00863743,7.51507,2.9395,32.4591,0.572
"SAT1",0.382365,9.84462,1.59232,0.105465,3.39983,7.68318,3.47279,0.183505,0.00829884,8.01517,3.592,28.5995,0.222
"SAT1",0.250837,8.8626,1.69091,0.0930082,4.85598,5.2386,3.49094,0.172031,0.00836525,7.75364,2.98589,33.2235,0.38589
"SAT1",0.329155,9.02137,1.91101,0.0873176,4.52771,6.69991,3.30183,0.183557,0.00759604,7.74553,3.02278,33.0047,0.355275
"SAT1",0.443934,8.57351,1.36737,0.106438,3.4302,8.74473,3.31268,0.165381,0.00831512,7.01627,3.6598,29.4567,0.2498
"SAT1",0.330381,7.94169,1.50028,0.10715,4.12995,6.05535,3.22718,0.186706,0.00768202,6.82442,3.24787,30.5223,0.24787
"SAT1",0.289105,7.54203,1.32392,0.109644,3.51087,5.49399,3.18967,0.217272,0.00727304,6.17843,3.9344,26.5466,0.2169
"SAT1",0.263865,8.41861,1.70368,0.102857,4.88612,7.16723,3.60998,0.169579,0.00807733,7.40195,3.07575,31.9156,0.54075
"SAT1",0.266804,8.24139,1.34803,0.0957387,3.72589,4.43101,2.71033,0.14126,0.00869168,7.25997,3.27148,34.2405,0.178975
"SAT1",0.290292,7.19362,1.60825,0.110406,4.13711,6.51328,3.20427,0.177615,0.00849709,6.20504,2.98463,28.2698,0.197125
"SAT1",0.343673,7.36887,1.30452,0.121765,3.46914,6.24597,3.15314,0.214471,0.00806789,5.96724,3.60597,25.0063,0.285975
"SAT1",0.29256,8.22331,1.66845,0.0990644,4.31592,5.13497,3.02571,0.194381,0.00624773,7.02039,3.06475,30.7801,0.23225
"SAT1",0.342241,7.71484,1.77415,0.100177,4.81822,7.54322,3.36787,0.199536,0.00780283,6.69285,3.02245,30.4689,0.46745
"SAT1",0.288495,9.64226,1.84979,0.0905255,4.01344,6.98777,2.84215,0.181063,0.00773881,8.09587,3.17758,33.0892,0.187575
"SAT1",0.240152,7.96751,1.75323,0.114428,4.11219,4.31215,3.30238,0.132234,0.00797393,6.97445,3.0035,28.6036,0.196
"SAT1",0.339602,8.14702,1.68276,0.101306,4.79664,5.18297,3.11735,0.223751,0.0073475,6.88982,3.21775,28.4546,0.46775
"SAT1",0.326338,8.59538,1.3488,0.11048,3.91945,8.25564,2.97227,0.151682,0.00764859,7.46264,3.10478,32.042,0.132275
"SAT1",0.381043,8.75915,1.54515,0.105005,4.03528,7.69375,3.62889,0.174449,0.00807968,7.36757,3.43075,29.0434,0.51075
"SAT1",0.353584,7.59787,1.51416,0.108158,4.14674,6.51787,2.88268,0.161303,0.00757343,6.6753,3.09542,30.9027,0.275425
"SAT1",0.28428,7.93276,1.62438,0.100376,4.69541,9.21331,3.92934,0.236899,0.00792772,6.67537,3.31025,29.1268,0.58525
"SAT1",0.246773,8.00936,1.45036,0.105279,3.81021,5.25986,3.12072,0.129908,0.00795338,7.06122,3.2377,32.3239,0.1952
"SAT1",0.335592,9.57969,1.71302,0.0898508,4.88133,6.42618,3.07302,0.259122,0.00636179,8.05276,3.3265,32.3245,0.659
"SAT1",0.403115,8.24686,1.80814,0.0927531,4.48296,9.868,2.95013,0.175666,0.00732483,7.20086,3.13243,33.2814,0.409925
"SAT1",0.286775,6.79274,1.40238,0.122474,4.71633,6.73411,3.45853,0.168875,0.00819431,6.04429,3.0441,28.5147,0.4441
"SAT1",0.273594,7.46556,1.4659,0.113662,5.00579,5.58112,3.12048,0.291882,0.00838261,5.81285,3.11587,25.7388,0.408375
"SAT1",0.341036,8.14898,1.71879,0.0957459,4.93181,7.77709,3.39063,0.225527,0.00684884,6.9741,2.97475,30.6577,0.47475
"SAT1",0.399823,8.30504,1.51752,0.108662,3.86963,8.64386,3.36635,0.166403,0.00748969,7.17462,3.212,30.5344,0.1895
"SAT1",0.274065,8.66915,1.42992,0.0932422,3.86391,5.64968,2.9578,0.173463,0.0083584,7.57102,3.20505,33.8098,0.20505
"SAT1",0.289964,7.82548,1.86691,0.0854709,5.4862,4.61115,2.8439,0.276112,0.00711966,6.60619,2.9395,31.0289,0.5145
"SAT1",0.322437,7.426,1.93743,0.0937236,5.51768,4.82094,2.95221,0.255749,0.00864712,6.4267,2.69661,30.1197,0.394107
"SAT1",0.250385,7.69252,1.48185,0.100663,4.27611,6.28755,3.52315,0.154077,0.0086461,6.89566,3.09883,34.1308,0.336325
"SAT1",0.340903,8.11334,1.53787,0.103068,4.26502,7.07891,3.43146,0.158222,0.00719321,7.14783,3.0745,33.9605,0.2595
"SAT1",0.275241,8.44598,1.3413,0.122537,3.64946,7.4025,3.5986,0.168127,0.00687393,6.96029,3.53975,27.4019,0.29225
"SAT1",0.383713,9.1341,1.60869,0.0954609,4.38255,6.90687,2.99163,0.248893,0.00843077,7.26263,3.34032,29.9078,0.417825
"SAT1",0.35279,8.18938,1.8169,0.0988143,4.35276,6.09534,2.80579,0.19581,0.00851872,6.92348,3.08865,29.9214,0.35365
"SAT1",0.270992,7.75671,1.67159,0.108053,4.24268,7.97312,3.84371,0.226254,0.0072645,6.23962,3.18148,27.1297,0.358975
"SAT1",0.296595,8.44045,1.44167,0.0997063,4.04008,6.63277,3.08282,0.212299,0.00893213,7.30638,3.11115,31.7956,0.26615
"SAT1",0.31549,7.30629,1.54263,0.10768,4.48074,6.017,3.14963,0.184631,0.008597,6.35993,2.91597,29.2822,0.215975
"SAT1",0.398637,8.53274,1.67009,0.09566,4.39626,7.9973,2.64479,0.17333,0.00809845,7.30508,3.0645,31.9804,0.352
"SAT1",0.26789,8.62497,1.7914,0.103069,4.74397,7.25097,3.70904,0.244867,0.00805498,7.13461,2.9535,30.0035,0.336
"SAT1",0.304188,8.35589,1.83239,0.104186,5.76065,9.38874,3.83067,0.155654,0.00845841,7.43786,2.68338,34.0651,0.393375
"SAT1",0.223137,7.89035,1.43445,0.107553,4.11458,8.04047,3.5357,0.167258,0.00633965,6.88939,3.16965,30.8406,0.23965
"SAT1",0.376347,7.42145,1.65492,0.107296,4.96357,8.66502,3.15492,0.171929,0.00921212,6.61578,2.8235,31.4764,0.416
