ID,Transm,meanGrow
SAT1,0.886,3.4812
SAT1,0.886,3.4812
SAT1,0.887,3.4812
SAT1,0.887,3.4812
SAT1,0.887,3.4812
SAT1,0.888,3.4812
SAT1,0.888,3.4812
SAT1,0.889,3.4812
SAT1,0.89,3.4812
SAT1,0.89,3.4812
SAT1,0.89,3.4812
SAT1,0.891,3.4812
SAT1,0.891,3.4812
SAT1,0.892,3.4812
SAT1,0.892,3.4812
SAT1,0.892,3.4812
SAT1,0.892,3.4812
SAT1,0.894,3.4812
SAT1,0.894,3.4812
SAT1,0.895,3.4812
SAT1,0.896,3.4812
SAT1,0.896,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.897,3.4812
SAT1,0.898,3.4812
SAT1,0.898,3.4812
SAT1,0.898,3.4812
SAT1,0.899,3.4812
SAT1,0.899,3.4812
SAT1,0.9,3.4812
SAT1,0.9,3.4812
SAT1,0.901,3.4812
SAT1,0.901,3.4812
SAT1,0.901,3.4812
SAT1,0.902,3.4812
SAT1,0.902,3.4812
SAT1,0.902,3.4812
SAT1,0.902,3.4812
SAT1,0.903,3.4812
SAT1,0.903,3.4812
SAT1,0.903,3.4812
SAT1,0.903,3.4812
SAT1,0.904,3.4812
SAT1,0.904,3.4812
SAT1,0.904,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.905,3.4812
SAT1,0.906,3.4812
SAT1,0.906,3.4812
SAT1,0.906,3.4812
SAT1,0.907,3.4812
SAT1,0.907,3.4812
SAT1,0.907,3.4812
SAT1,0.907,3.4812
SAT1,0.908,3.4812
SAT1,0.908,3.4812
SAT1,0.908,3.4812
SAT1,0.909,3.4812
SAT1,0.909,3.4812
SAT1,0.91,3.4812
SAT1,0.91,3.4812
SAT1,0.911,3.4812
SAT1,0.913,3.4812
SAT1,0.915,3.4812
SAT1,0.915,3.4812
SAT1,0.915,3.4812
SAT1,0.916,3.4812
SAT1,0.917,3.4812
SAT1,0.917,3.4812
SAT1,0.918,3.4812
SAT1,0.918,3.4812
SAT1,0.918,3.4812
SAT1,0.918,3.4812
SAT1,0.918,3.4812
SAT1,0.919,3.4812
SAT1,0.919,3.4812
SAT1,0.919,3.4812
SAT1,0.92,3.4812
SAT1,0.92,3.4812
SAT1,0.92,3.4812
SAT1,0.921,3.4812
SAT1,0.921,3.4812
SAT1,0.921,3.4812
SAT1,0.921,3.4812
SAT1,0.921,3.4812
SAT1,0.921,3.4812
SAT1,0.922,3.4812
SAT1,0.922,3.4812
SAT1,0.922,3.4812
SAT1,0.922,3.4812
SAT1,0.923,3.4812
SAT1,0.923,3.4812
SAT1,0.923,3.4812
SAT1,0.923,3.4812
SAT1,0.923,3.4812
SAT1,0.924,3.4812
SAT1,0.924,3.4812
SAT1,0.925,3.4812
SAT1,0.925,3.4812
SAT1,0.925,3.4812
SAT1,0.925,3.4812
SAT1,0.925,3.4812
SAT1,0.925,3.4812
SAT1,0.926,3.4812
SAT1,0.926,3.4812
SAT1,0.927,3.4812
SAT1,0.927,3.4812
SAT1,0.927,3.4812
SAT1,0.927,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.928,3.4812
SAT1,0.929,3.4812
SAT1,0.929,3.4812
SAT1,0.929,3.4812
SAT1,0.929,3.4812
SAT1,0.93,3.4812
SAT1,0.93,3.4812
SAT1,0.931,3.4812
SAT1,0.931,3.4812
SAT1,0.931,3.4812
SAT1,0.932,3.4812
SAT1,0.933,3.4812
SAT1,0.933,3.4812
SAT1,0.933,3.4812
SAT1,0.933,3.4812
SAT1,0.934,3.4812
SAT1,0.934,3.4812
SAT1,0.934,3.4812
SAT1,0.934,3.4812
SAT1,0.935,3.4812
SAT1,0.935,3.4812
SAT1,0.935,3.4812
SAT1,0.935,3.4812
SAT1,0.935,3.4812
SAT1,0.936,3.4812
SAT1,0.937,3.4812
SAT1,0.937,3.4812
SAT1,0.937,3.4812
SAT1,0.937,3.4812
SAT1,0.938,3.4812
SAT1,0.938,3.4812
SAT1,0.938,3.4812
SAT1,0.938,3.4812
SAT1,0.938,3.4812
SAT1,0.938,3.4812
SAT1,0.938,3.4812
SAT1,0.939,3.4812
SAT1,0.939,3.4812
SAT1,0.94,3.4812
SAT1,0.94,3.4812
SAT1,0.94,3.4812
SAT1,0.941,3.4812
SAT1,0.941,3.4812
SAT1,0.941,3.4812
SAT1,0.941,3.4812
SAT1,0.941,3.4812
SAT1,0.941,3.4812
SAT1,0.942,3.4812
SAT1,0.942,3.4812
SAT1,0.942,3.4812
SAT1,0.942,3.4812
SAT1,0.942,3.4812
SAT1,0.942,3.4812
SAT1,0.943,3.4812
SAT1,0.943,3.4812
SAT1,0.943,3.4812
SAT1,0.943,3.4812
SAT1,0.943,3.4812
SAT1,0.944,3.4812
SAT1,0.945,3.4812
SAT1,0.945,3.4812
SAT1,0.945,3.4812
SAT1,0.945,3.4812
SAT1,0.945,3.4812
SAT1,0.945,3.4812
SAT1,0.946,3.4812
SAT1,0.946,3.4812
SAT1,0.947,3.4812
SAT1,0.947,3.4812
SAT1,0.947,3.4812
SAT1,0.948,3.4812
SAT1,0.948,3.4812
SAT1,0.949,3.4812
SAT1,0.949,3.4812
SAT1,0.95,3.4812
SAT1,0.95,3.4812
SAT1,0.95,3.4812
SAT1,0.95,3.4812
SAT1,0.95,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.951,3.4812
SAT1,0.952,3.4812
SAT1,0.953,3.4812
SAT1,0.953,3.4812
SAT1,0.954,3.4812
SAT1,0.954,3.4812
SAT1,0.954,3.4812
SAT1,0.954,3.4812
SAT1,0.954,3.4812
SAT1,0.955,3.4812
SAT1,0.955,3.4812
SAT1,0.955,3.4812
SAT1,0.955,3.4812
SAT1,0.955,3.4812
SAT1,0.955,3.4812
SAT1,0.956,3.4812
SAT1,0.956,3.4812
SAT1,0.956,3.4812
SAT1,0.957,3.4812
SAT1,0.957,3.4812
SAT1,0.957,3.4812
SAT1,0.957,3.4812
SAT1,0.958,3.4812
SAT1,0.958,3.4812
SAT1,0.958,3.4812
SAT1,0.959,3.4812
SAT1,0.959,3.4812
SAT1,0.959,3.4812
SAT1,0.96,3.4812
SAT1,0.96,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.961,3.4812
SAT1,0.962,3.4812
SAT1,0.962,3.4812
SAT1,0.962,3.4812
SAT1,0.962,3.4812
SAT1,0.963,3.4812
SAT1,0.963,3.4812
SAT1,0.963,3.4812
SAT1,0.964,3.4812
SAT1,0.965,3.4812
SAT1,0.965,3.4812
SAT1,0.965,3.4812
SAT1,0.966,3.4812
SAT1,0.966,3.4812
SAT1,0.967,3.4812
SAT1,0.967,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.968,3.4812
SAT1,0.969,3.4812
SAT1,0.97,3.4812
SAT1,0.97,3.4812
SAT1,0.97,3.4812
SAT1,0.97,3.4812
SAT1,0.97,3.4812
SAT1,0.97,3.4812
SAT1,0.97,3.4812
SAT1,0.971,3.4812
SAT1,0.971,3.4812
SAT1,0.971,3.4812
SAT1,0.972,3.4812
SAT1,0.972,3.4812
SAT1,0.973,3.4812
SAT1,0.973,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.975,3.4812
SAT1,0.976,3.4812
SAT1,0.976,3.4812
SAT1,0.977,3.4812
SAT1,0.977,3.4812
SAT1,0.977,3.4812
SAT1,0.977,3.4812
SAT1,0.979,3.4812
SAT1,0.979,3.4812
SAT1,0.98,3.4812
SAT1,0.98,3.4812
SAT1,0.98,3.4812
SAT1,0.98,3.4812
SAT1,0.98,3.4812
SAT1,0.981,3.4812
SAT1,0.982,3.4812
SAT1,0.982,3.4812
SAT1,0.982,3.4812
SAT1,0.983,3.4812
SAT1,0.983,3.4812
SAT1,0.983,3.4812
SAT1,0.983,3.4812
SAT1,0.983,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.984,3.4812
SAT1,0.985,3.4812
SAT1,0.986,3.4812
SAT1,0.986,3.4812
SAT1,0.987,3.4812
SAT1,0.987,3.4812
SAT1,0.987,3.4812
SAT1,0.988,3.4812
SAT1,0.988,3.4812
SAT1,0.988,3.4812
SAT1,0.988,3.4812
SAT1,0.988,3.4812
SAT1,0.988,3.4812
SAT1,0.989,3.4812
SAT1,0.989,3.4812
SAT1,0.989,3.4812
SAT1,0.989,3.4812
SAT1,0.99,3.4812
SAT1,0.99,3.4812
SAT1,0.99,3.4812
SAT1,0.99,3.4812
SAT1,0.991,3.4812
SAT1,0.991,3.4812
SAT1,0.991,3.4812
SAT1,0.991,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.992,3.4812
SAT1,0.993,3.4812
SAT1,0.993,3.4812
SAT1,0.993,3.4812
SAT1,0.994,3.4812
SAT1,0.994,3.4812
SAT1,0.994,3.4812
SAT1,0.995,3.4812
SAT1,0.995,3.4812
SAT1,0.996,3.4812
SAT1,0.997,3.4812
SAT1,0.997,3.4812
SAT1,0.997,3.4812
SAT1,0.997,3.4812
SAT1,0.997,3.4812
SAT1,0.997,3.4812
SAT1,0.998,3.4812
SAT1,0.998,3.4812
SAT1,0.998,3.4812
SAT1,0.999,3.4812
SAT1,0.999,3.4812
SAT1,0.999,3.4812
SAT1,0.999,3.4812
SAT1,0.999,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.01,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.02,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.03,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.04,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
SAT1,1.05,3.4812
